value,name,bgg_id,date,type,classification
Dice Rolling,Era: Medieval Age,270971,1/2/2024,classification,boardgamemechanic
Enclosure,Era: Medieval Age,270971,1/2/2024,classification,boardgamemechanic
End Game Bonuses,Era: Medieval Age,270971,1/2/2024,classification,boardgamemechanic
Grid Coverage,Era: Medieval Age,270971,1/2/2024,classification,boardgamemechanic
Income,Era: Medieval Age,270971,1/2/2024,classification,boardgamemechanic
Push Your Luck,Era: Medieval Age,270971,1/2/2024,classification,boardgamemechanic
Re-rolling and Locking,Era: Medieval Age,270971,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Era: Medieval Age,270971,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Era: Medieval Age,270971,1/2/2024,classification,boardgamemechanic
Square Grid,Era: Medieval Age,270971,1/2/2024,classification,boardgamemechanic
Take That,Era: Medieval Age,270971,1/2/2024,classification,boardgamemechanic
Tech Trees / Tech Tracks,Era: Medieval Age,270971,1/2/2024,classification,boardgamemechanic
End Game Bonuses,Mandala Stones,317504,1/2/2024,classification,boardgamemechanic
Layering,Mandala Stones,317504,1/2/2024,classification,boardgamemechanic
Pattern Building,Mandala Stones,317504,1/2/2024,classification,boardgamemechanic
Set Collection,Mandala Stones,317504,1/2/2024,classification,boardgamemechanic
Variable Set-up,Mandala Stones,317504,1/2/2024,classification,boardgamemechanic
Hand Management,The Great Dalmuti,929,1/2/2024,classification,boardgamemechanic
Ladder Climbing,The Great Dalmuti,929,1/2/2024,classification,boardgamemechanic
Hand Management,Ingenious: Travel Edition,22484,1/2/2024,classification,boardgamemechanic
Highest-Lowest Scoring,Ingenious: Travel Edition,22484,1/2/2024,classification,boardgamemechanic
Pattern Building,Ingenious: Travel Edition,22484,1/2/2024,classification,boardgamemechanic
Tile Placement,Ingenious: Travel Edition,22484,1/2/2024,classification,boardgamemechanic
Automatic Resource Growth,Glass Road,143693,1/2/2024,classification,boardgamemechanic
End Game Bonuses,Glass Road,143693,1/2/2024,classification,boardgamemechanic
Follow,Glass Road,143693,1/2/2024,classification,boardgamemechanic
Once-Per-Game Abilities,Glass Road,143693,1/2/2024,classification,boardgamemechanic
Open Drafting,Glass Road,143693,1/2/2024,classification,boardgamemechanic
Set Collection,Glass Road,143693,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Glass Road,143693,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Glass Road,143693,1/2/2024,classification,boardgamemechanic
Tile Placement,Glass Road,143693,1/2/2024,classification,boardgamemechanic
Turn Order: Progressive,Glass Road,143693,1/2/2024,classification,boardgamemechanic
Variable Set-up,Glass Road,143693,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,"Warhammer 40,000: Conquest",156776,1/2/2024,classification,boardgamemechanic
Area-Impulse,"Warhammer 40,000: Conquest",156776,1/2/2024,classification,boardgamemechanic
Hand Management,"Warhammer 40,000: Conquest",156776,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,"Warhammer 40,000: Conquest",156776,1/2/2024,classification,boardgamemechanic
Variable Player Powers,"Warhammer 40,000: Conquest",156776,1/2/2024,classification,boardgamemechanic
Area Movement,Caesar: Epic Battle of Alesia,1430,1/2/2024,classification,boardgamemechanic
Dice Rolling,Caesar: Epic Battle of Alesia,1430,1/2/2024,classification,boardgamemechanic
Grid Movement,Caesar: Epic Battle of Alesia,1430,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Caesar: Epic Battle of Alesia,1430,1/2/2024,classification,boardgamemechanic
Hidden Movement,Caesar: Epic Battle of Alesia,1430,1/2/2024,classification,boardgamemechanic
Line of Sight,Caesar: Epic Battle of Alesia,1430,1/2/2024,classification,boardgamemechanic
Movement Points,Caesar: Epic Battle of Alesia,1430,1/2/2024,classification,boardgamemechanic
Ratio / Combat Results Table,Caesar: Epic Battle of Alesia,1430,1/2/2024,classification,boardgamemechanic
Simulation,Caesar: Epic Battle of Alesia,1430,1/2/2024,classification,boardgamemechanic
Variable Set-up,Caesar: Epic Battle of Alesia,1430,1/2/2024,classification,boardgamemechanic
Auction/Bidding,Lizard Wizard,312767,1/2/2024,classification,boardgamemechanic
Commodity Speculation,Lizard Wizard,312767,1/2/2024,classification,boardgamemechanic
Hand Management,Lizard Wizard,312767,1/2/2024,classification,boardgamemechanic
Push Your Luck,Lizard Wizard,312767,1/2/2024,classification,boardgamemechanic
Set Collection,Lizard Wizard,312767,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Ascension: Immortal Heroes,122294,1/2/2024,classification,boardgamemechanic
Hand Management,Ascension: Immortal Heroes,122294,1/2/2024,classification,boardgamemechanic
Open Drafting,Ascension: Immortal Heroes,122294,1/2/2024,classification,boardgamemechanic
Dice Rolling,Hornet Leader: Carrier Air Operations,65564,1/2/2024,classification,boardgamemechanic
Open Drafting,Hornet Leader: Carrier Air Operations,65564,1/2/2024,classification,boardgamemechanic
Simulation,Hornet Leader: Carrier Air Operations,65564,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Hornet Leader: Carrier Air Operations,65564,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Eight-Minute Empire,131366,1/2/2024,classification,boardgamemechanic
Area Movement,Eight-Minute Empire,131366,1/2/2024,classification,boardgamemechanic
Auction: Dutch,Eight-Minute Empire,131366,1/2/2024,classification,boardgamemechanic
Open Drafting,Eight-Minute Empire,131366,1/2/2024,classification,boardgamemechanic
Set Collection,Eight-Minute Empire,131366,1/2/2024,classification,boardgamemechanic
Cooperative Game,Hive Mind,201308,1/2/2024,classification,boardgamemechanic
Paper-and-Pencil,Hive Mind,201308,1/2/2024,classification,boardgamemechanic
Dice Rolling,Atlantic Chase,251747,1/2/2024,classification,boardgamemechanic
Grid Movement,Atlantic Chase,251747,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Atlantic Chase,251747,1/2/2024,classification,boardgamemechanic
Simulation,Atlantic Chase,251747,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Atlantic Chase,251747,1/2/2024,classification,boardgamemechanic
Campaign / Battle Card Driven,Combat Commander: Pacific,28181,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Combat Commander: Pacific,28181,1/2/2024,classification,boardgamemechanic
Line of Sight,Combat Commander: Pacific,28181,1/2/2024,classification,boardgamemechanic
Simulation,Combat Commander: Pacific,28181,1/2/2024,classification,boardgamemechanic
Variable Phase Order,Combat Commander: Pacific,28181,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Imperial Struggle,206480,1/2/2024,classification,boardgamemechanic
Campaign / Battle Card Driven,Imperial Struggle,206480,1/2/2024,classification,boardgamemechanic
Events,Imperial Struggle,206480,1/2/2024,classification,boardgamemechanic
Open Drafting,Imperial Struggle,206480,1/2/2024,classification,boardgamemechanic
Point to Point Movement,Imperial Struggle,206480,1/2/2024,classification,boardgamemechanic
Secret Unit Deployment,Imperial Struggle,206480,1/2/2024,classification,boardgamemechanic
Simulation,Imperial Struggle,206480,1/2/2024,classification,boardgamemechanic
Contracts,Raiders of the North Sea,170042,1/2/2024,classification,boardgamemechanic
Dice Rolling,Raiders of the North Sea,170042,1/2/2024,classification,boardgamemechanic
Hand Management,Raiders of the North Sea,170042,1/2/2024,classification,boardgamemechanic
Worker Placement,Raiders of the North Sea,170042,1/2/2024,classification,boardgamemechanic
"Worker Placement, Different Worker Types",Raiders of the North Sea,170042,1/2/2024,classification,boardgamemechanic
Action Queue,A Tale of Pirates,173096,1/2/2024,classification,boardgamemechanic
Action Timer,A Tale of Pirates,173096,1/2/2024,classification,boardgamemechanic
Cooperative Game,A Tale of Pirates,173096,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,A Tale of Pirates,173096,1/2/2024,classification,boardgamemechanic
Worker Placement,A Tale of Pirates,173096,1/2/2024,classification,boardgamemechanic
Cooperative Game,HEXplore It: The Forests of Adrimon,244769,1/2/2024,classification,boardgamemechanic
Dice Rolling,HEXplore It: The Forests of Adrimon,244769,1/2/2024,classification,boardgamemechanic
Grid Movement,HEXplore It: The Forests of Adrimon,244769,1/2/2024,classification,boardgamemechanic
Modular Board,HEXplore It: The Forests of Adrimon,244769,1/2/2024,classification,boardgamemechanic
Push Your Luck,HEXplore It: The Forests of Adrimon,244769,1/2/2024,classification,boardgamemechanic
Role Playing,HEXplore It: The Forests of Adrimon,244769,1/2/2024,classification,boardgamemechanic
Storytelling,HEXplore It: The Forests of Adrimon,244769,1/2/2024,classification,boardgamemechanic
Tile Placement,HEXplore It: The Forests of Adrimon,244769,1/2/2024,classification,boardgamemechanic
Variable Player Powers,HEXplore It: The Forests of Adrimon,244769,1/2/2024,classification,boardgamemechanic
Cooperative Game,Choose Your Own Adventure: House of Danger,251420,1/2/2024,classification,boardgamemechanic
Dice Rolling,Choose Your Own Adventure: House of Danger,251420,1/2/2024,classification,boardgamemechanic
Hand Management,Choose Your Own Adventure: House of Danger,251420,1/2/2024,classification,boardgamemechanic
Narrative Choice / Paragraph,Choose Your Own Adventure: House of Danger,251420,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Choose Your Own Adventure: House of Danger,251420,1/2/2024,classification,boardgamemechanic
Storytelling,Choose Your Own Adventure: House of Danger,251420,1/2/2024,classification,boardgamemechanic
Hand Management,Photograph,215471,1/2/2024,classification,boardgamemechanic
Open Drafting,Photograph,215471,1/2/2024,classification,boardgamemechanic
Set Collection,Photograph,215471,1/2/2024,classification,boardgamemechanic
Chaining,Unsurmountable,331328,1/2/2024,classification,boardgamemechanic
Network and Route Building,Unsurmountable,331328,1/2/2024,classification,boardgamemechanic
Contracts,Finca,40628,1/2/2024,classification,boardgamemechanic
Mancala,Finca,40628,1/2/2024,classification,boardgamemechanic
Once-Per-Game Abilities,Finca,40628,1/2/2024,classification,boardgamemechanic
Rondel,Finca,40628,1/2/2024,classification,boardgamemechanic
Set Collection,Finca,40628,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,"Smash Up: Oops, You Did It Again",247724,1/2/2024,classification,boardgamemechanic
Hand Management,"Smash Up: Oops, You Did It Again",247724,1/2/2024,classification,boardgamemechanic
Take That,"Smash Up: Oops, You Did It Again",247724,1/2/2024,classification,boardgamemechanic
Variable Player Powers,"Smash Up: Oops, You Did It Again",247724,1/2/2024,classification,boardgamemechanic
Dice Rolling,Battle for Germany,3986,1/2/2024,classification,boardgamemechanic
Grid Movement,Battle for Germany,3986,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Battle for Germany,3986,1/2/2024,classification,boardgamemechanic
Movement Points,Battle for Germany,3986,1/2/2024,classification,boardgamemechanic
Ratio / Combat Results Table,Battle for Germany,3986,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,Battle for Germany,3986,1/2/2024,classification,boardgamemechanic
Simulation,Battle for Germany,3986,1/2/2024,classification,boardgamemechanic
Zone of Control,Battle for Germany,3986,1/2/2024,classification,boardgamemechanic
Area Movement,Risk Legacy,105134,1/2/2024,classification,boardgamemechanic
Dice Rolling,Risk Legacy,105134,1/2/2024,classification,boardgamemechanic
Legacy Game,Risk Legacy,105134,1/2/2024,classification,boardgamemechanic
Open Drafting,Risk Legacy,105134,1/2/2024,classification,boardgamemechanic
Player Elimination,Risk Legacy,105134,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Risk Legacy,105134,1/2/2024,classification,boardgamemechanic
Dice Rolling,Unconditional Surrender! World War 2 in Europe,61487,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Unconditional Surrender! World War 2 in Europe,61487,1/2/2024,classification,boardgamemechanic
Movement Points,Unconditional Surrender! World War 2 in Europe,61487,1/2/2024,classification,boardgamemechanic
Ratio / Combat Results Table,Unconditional Surrender! World War 2 in Europe,61487,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,Unconditional Surrender! World War 2 in Europe,61487,1/2/2024,classification,boardgamemechanic
Simulation,Unconditional Surrender! World War 2 in Europe,61487,1/2/2024,classification,boardgamemechanic
Dice Rolling,Under the Lily Banners,17651,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Under the Lily Banners,17651,1/2/2024,classification,boardgamemechanic
Simulation,Under the Lily Banners,17651,1/2/2024,classification,boardgamemechanic
Auction/Bidding,Railways of Nippon,214988,1/2/2024,classification,boardgamemechanic
Network and Route Building,Railways of Nippon,214988,1/2/2024,classification,boardgamemechanic
Pick-up and Deliver,Railways of Nippon,214988,1/2/2024,classification,boardgamemechanic
Contracts,The Voyages of Marco Polo,171623,1/2/2024,classification,boardgamemechanic
Dice Rolling,The Voyages of Marco Polo,171623,1/2/2024,classification,boardgamemechanic
Point to Point Movement,The Voyages of Marco Polo,171623,1/2/2024,classification,boardgamemechanic
Resource to Move,The Voyages of Marco Polo,171623,1/2/2024,classification,boardgamemechanic
Turn Order: Claim Action,The Voyages of Marco Polo,171623,1/2/2024,classification,boardgamemechanic
Dice Rolling,Risk: Game of Thrones,179719,1/2/2024,classification,boardgamemechanic
Player Elimination,Risk: Game of Thrones,179719,1/2/2024,classification,boardgamemechanic
Dice Rolling,Dodos Riding Dinos,254683,1/2/2024,classification,boardgamemechanic
Flicking,Dodos Riding Dinos,254683,1/2/2024,classification,boardgamemechanic
Race,Dodos Riding Dinos,254683,1/2/2024,classification,boardgamemechanic
Roll / Spin and Move,Dodos Riding Dinos,254683,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Dodos Riding Dinos,254683,1/2/2024,classification,boardgamemechanic
Take That,Dodos Riding Dinos,254683,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Dodos Riding Dinos,254683,1/2/2024,classification,boardgamemechanic
Dice Rolling,Crash Octopus,319579,1/2/2024,classification,boardgamemechanic
Flicking,Crash Octopus,319579,1/2/2024,classification,boardgamemechanic
Push Your Luck,Crash Octopus,319579,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,A Few Acres of Snow,79828,1/2/2024,classification,boardgamemechanic
Area Movement,A Few Acres of Snow,79828,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",A Few Acres of Snow,79828,1/2/2024,classification,boardgamemechanic
Delayed Purchase,A Few Acres of Snow,79828,1/2/2024,classification,boardgamemechanic
Hand Management,A Few Acres of Snow,79828,1/2/2024,classification,boardgamemechanic
Open Drafting,A Few Acres of Snow,79828,1/2/2024,classification,boardgamemechanic
Point to Point Movement,A Few Acres of Snow,79828,1/2/2024,classification,boardgamemechanic
Cooperative Game,Shadows of Malice,154510,1/2/2024,classification,boardgamemechanic
Dice Rolling,Shadows of Malice,154510,1/2/2024,classification,boardgamemechanic
Grid Movement,Shadows of Malice,154510,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Shadows of Malice,154510,1/2/2024,classification,boardgamemechanic
Modular Board,Shadows of Malice,154510,1/2/2024,classification,boardgamemechanic
Role Playing,Shadows of Malice,154510,1/2/2024,classification,boardgamemechanic
Roll / Spin and Move,Shadows of Malice,154510,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Shadows of Malice,154510,1/2/2024,classification,boardgamemechanic
Trading,Shadows of Malice,154510,1/2/2024,classification,boardgamemechanic
Variable Phase Order,Shadows of Malice,154510,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Shadows of Malice,154510,1/2/2024,classification,boardgamemechanic
Hand Management,Odin's Ravens,4396,1/2/2024,classification,boardgamemechanic
Map Addition,Odin's Ravens,4396,1/2/2024,classification,boardgamemechanic
Cooperative Game,Rear Window,358816,1/2/2024,classification,boardgamemechanic
Deduction,Rear Window,358816,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Rear Window,358816,1/2/2024,classification,boardgamemechanic
Action Points,Unmatched: Brains and Brawn,383467,1/2/2024,classification,boardgamemechanic
Card Play Conflict Resolution,Unmatched: Brains and Brawn,383467,1/2/2024,classification,boardgamemechanic
Hand Management,Unmatched: Brains and Brawn,383467,1/2/2024,classification,boardgamemechanic
Line of Sight,Unmatched: Brains and Brawn,383467,1/2/2024,classification,boardgamemechanic
Point to Point Movement,Unmatched: Brains and Brawn,383467,1/2/2024,classification,boardgamemechanic
Team-Based Game,Unmatched: Brains and Brawn,383467,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Unmatched: Brains and Brawn,383467,1/2/2024,classification,boardgamemechanic
Dice Rolling,Fallen,140125,1/2/2024,classification,boardgamemechanic
Hand Management,Fallen,140125,1/2/2024,classification,boardgamemechanic
Storytelling,Fallen,140125,1/2/2024,classification,boardgamemechanic
Area Movement,Thunderbolt Apache Leader,123955,1/2/2024,classification,boardgamemechanic
Hand Management,Thunderbolt Apache Leader,123955,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Thunderbolt Apache Leader,123955,1/2/2024,classification,boardgamemechanic
Simulation,Thunderbolt Apache Leader,123955,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Thunderbolt Apache Leader,123955,1/2/2024,classification,boardgamemechanic
Hand Management,On the Origin of Species,276004,1/2/2024,classification,boardgamemechanic
Tile Placement,On the Origin of Species,276004,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Chicken Caesar,88513,1/2/2024,classification,boardgamemechanic
Bribery,Chicken Caesar,88513,1/2/2024,classification,boardgamemechanic
Voting,Chicken Caesar,88513,1/2/2024,classification,boardgamemechanic
Area Movement,Runebound: Second Edition,21523,1/2/2024,classification,boardgamemechanic
Dice Rolling,Runebound: Second Edition,21523,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Runebound: Second Edition,21523,1/2/2024,classification,boardgamemechanic
Open Drafting,Runebound: Second Edition,21523,1/2/2024,classification,boardgamemechanic
Role Playing,Runebound: Second Edition,21523,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Runebound: Second Edition,21523,1/2/2024,classification,boardgamemechanic
Dice Rolling,Deep Space D-6,183571,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Deep Space D-6,183571,1/2/2024,classification,boardgamemechanic
Worker Placement,Deep Space D-6,183571,1/2/2024,classification,boardgamemechanic
Worker Placement with Dice Workers,Deep Space D-6,183571,1/2/2024,classification,boardgamemechanic
Hand Management,Saboteur,9220,1/2/2024,classification,boardgamemechanic
Hidden Roles,Saboteur,9220,1/2/2024,classification,boardgamemechanic
Map Addition,Saboteur,9220,1/2/2024,classification,boardgamemechanic
Network and Route Building,Saboteur,9220,1/2/2024,classification,boardgamemechanic
Take That,Saboteur,9220,1/2/2024,classification,boardgamemechanic
Traitor Game,Saboteur,9220,1/2/2024,classification,boardgamemechanic
Action Points,Space Hulk (Second Edition),63091,1/2/2024,classification,boardgamemechanic
Dice Rolling,Space Hulk (Second Edition),63091,1/2/2024,classification,boardgamemechanic
Grid Movement,Space Hulk (Second Edition),63091,1/2/2024,classification,boardgamemechanic
Modular Board,Space Hulk (Second Edition),63091,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Space Hulk (Second Edition),63091,1/2/2024,classification,boardgamemechanic
Cooperative Game,Shadows of Brimstone: Swamps of Death,150997,1/2/2024,classification,boardgamemechanic
Dice Rolling,Shadows of Brimstone: Swamps of Death,150997,1/2/2024,classification,boardgamemechanic
Grid Movement,Shadows of Brimstone: Swamps of Death,150997,1/2/2024,classification,boardgamemechanic
Modular Board,Shadows of Brimstone: Swamps of Death,150997,1/2/2024,classification,boardgamemechanic
Role Playing,Shadows of Brimstone: Swamps of Death,150997,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Shadows of Brimstone: Swamps of Death,150997,1/2/2024,classification,boardgamemechanic
Bingo,Silver & Gold,270673,1/2/2024,classification,boardgamemechanic
Contracts,Silver & Gold,270673,1/2/2024,classification,boardgamemechanic
End Game Bonuses,Silver & Gold,270673,1/2/2024,classification,boardgamemechanic
Grid Coverage,Silver & Gold,270673,1/2/2024,classification,boardgamemechanic
Paper-and-Pencil,Silver & Gold,270673,1/2/2024,classification,boardgamemechanic
Set Collection,Silver & Gold,270673,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",Friday,43570,1/2/2024,classification,boardgamemechanic
Hand Management,Friday,43570,1/2/2024,classification,boardgamemechanic
Push Your Luck,Friday,43570,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Friday,43570,1/2/2024,classification,boardgamemechanic
Hand Management,Nuclear Escalation,1213,1/2/2024,classification,boardgamemechanic
Take That,Nuclear Escalation,1213,1/2/2024,classification,boardgamemechanic
Action Points,Pax Baltica,42328,1/2/2024,classification,boardgamemechanic
Area Movement,Pax Baltica,42328,1/2/2024,classification,boardgamemechanic
Dice Rolling,Pax Baltica,42328,1/2/2024,classification,boardgamemechanic
Secret Unit Deployment,Pax Baltica,42328,1/2/2024,classification,boardgamemechanic
Simulation,Pax Baltica,42328,1/2/2024,classification,boardgamemechanic
Commodity Speculation,Poseidon,76417,1/2/2024,classification,boardgamemechanic
Network and Route Building,Poseidon,76417,1/2/2024,classification,boardgamemechanic
Stock Holding,Poseidon,76417,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Kings & Things,58,1/2/2024,classification,boardgamemechanic
Area Movement,Kings & Things,58,1/2/2024,classification,boardgamemechanic
Dice Rolling,Kings & Things,58,1/2/2024,classification,boardgamemechanic
Events,Kings & Things,58,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Kings & Things,58,1/2/2024,classification,boardgamemechanic
Modular Board,Kings & Things,58,1/2/2024,classification,boardgamemechanic
Secret Unit Deployment,Kings & Things,58,1/2/2024,classification,boardgamemechanic
Action Points,Candamir: The First Settlers,12004,1/2/2024,classification,boardgamemechanic
Grid Movement,Candamir: The First Settlers,12004,1/2/2024,classification,boardgamemechanic
Set Collection,Candamir: The First Settlers,12004,1/2/2024,classification,boardgamemechanic
Trading,Candamir: The First Settlers,12004,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Candamir: The First Settlers,12004,1/2/2024,classification,boardgamemechanic
"Deck, Bag, and Pool Building",CloudAge,316858,1/2/2024,classification,boardgamemechanic
Grid Movement,CloudAge,316858,1/2/2024,classification,boardgamemechanic
Hand Management,CloudAge,316858,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,CloudAge,316858,1/2/2024,classification,boardgamemechanic
Dice Rolling,Starship Troopers,670,1/2/2024,classification,boardgamemechanic
Grid Movement,Starship Troopers,670,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Starship Troopers,670,1/2/2024,classification,boardgamemechanic
Line of Sight,Starship Troopers,670,1/2/2024,classification,boardgamemechanic
Movement Points,Starship Troopers,670,1/2/2024,classification,boardgamemechanic
Ratio / Combat Results Table,Starship Troopers,670,1/2/2024,classification,boardgamemechanic
Scenario / Mission / Campaign Game,Starship Troopers,670,1/2/2024,classification,boardgamemechanic
Secret Unit Deployment,Starship Troopers,670,1/2/2024,classification,boardgamemechanic
Simulation,Starship Troopers,670,1/2/2024,classification,boardgamemechanic
Solo / Solitaire Game,Starship Troopers,670,1/2/2024,classification,boardgamemechanic
Modular Board,Chartae,269257,1/2/2024,classification,boardgamemechanic
Pattern Building,Chartae,269257,1/2/2024,classification,boardgamemechanic
Square Grid,Chartae,269257,1/2/2024,classification,boardgamemechanic
Tile Placement,Chartae,269257,1/2/2024,classification,boardgamemechanic
Action Points,Mint Delivery,230251,1/2/2024,classification,boardgamemechanic
Contracts,Mint Delivery,230251,1/2/2024,classification,boardgamemechanic
Increase Value of Unchosen Resources,Mint Delivery,230251,1/2/2024,classification,boardgamemechanic
Pick-up and Deliver,Mint Delivery,230251,1/2/2024,classification,boardgamemechanic
Point to Point Movement,Mint Delivery,230251,1/2/2024,classification,boardgamemechanic
Bias,Perry Rhodan: The Cosmic League,30367,1/2/2024,classification,boardgamemechanic
Hand Management,Perry Rhodan: The Cosmic League,30367,1/2/2024,classification,boardgamemechanic
Pick-up and Deliver,Perry Rhodan: The Cosmic League,30367,1/2/2024,classification,boardgamemechanic
Race,Perry Rhodan: The Cosmic League,30367,1/2/2024,classification,boardgamemechanic
Roll / Spin and Move,Perry Rhodan: The Cosmic League,30367,1/2/2024,classification,boardgamemechanic
Take That,Perry Rhodan: The Cosmic League,30367,1/2/2024,classification,boardgamemechanic
Tech Trees / Tech Tracks,Perry Rhodan: The Cosmic League,30367,1/2/2024,classification,boardgamemechanic
Variable Set-up,Perry Rhodan: The Cosmic League,30367,1/2/2024,classification,boardgamemechanic
Victory Points as a Resource,Perry Rhodan: The Cosmic League,30367,1/2/2024,classification,boardgamemechanic
Action Points,Zombie 15',144826,1/2/2024,classification,boardgamemechanic
Cooperative Game,Zombie 15',144826,1/2/2024,classification,boardgamemechanic
Grid Movement,Zombie 15',144826,1/2/2024,classification,boardgamemechanic
Modular Board,Zombie 15',144826,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Zombie 15',144826,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Maharaja,298378,1/2/2024,classification,boardgamemechanic
Point to Point Movement,Maharaja,298378,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Maharaja,298378,1/2/2024,classification,boardgamemechanic
Variable Player Powers,Maharaja,298378,1/2/2024,classification,boardgamemechanic
Victory Points as a Resource,Maharaja,298378,1/2/2024,classification,boardgamemechanic
Action Points,Wallenstein,3307,1/2/2024,classification,boardgamemechanic
Action Queue,Wallenstein,3307,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Wallenstein,3307,1/2/2024,classification,boardgamemechanic
Area Movement,Wallenstein,3307,1/2/2024,classification,boardgamemechanic
Variable Player Powers,The Voyages of Marco Polo,171623,1/2/2024,classification,boardgamemechanic
Variable Set-up,The Voyages of Marco Polo,171623,1/2/2024,classification,boardgamemechanic
Worker Placement with Dice Workers,The Voyages of Marco Polo,171623,1/2/2024,classification,boardgamemechanic
Player Elimination,The Werewolves of Miller's Hollow: The Village,56885,1/2/2024,classification,boardgamemechanic
Role Playing,The Werewolves of Miller's Hollow: The Village,56885,1/2/2024,classification,boardgamemechanic
Team-Based Game,The Werewolves of Miller's Hollow: The Village,56885,1/2/2024,classification,boardgamemechanic
Variable Player Powers,The Werewolves of Miller's Hollow: The Village,56885,1/2/2024,classification,boardgamemechanic
Voting,The Werewolves of Miller's Hollow: The Village,56885,1/2/2024,classification,boardgamemechanic
Action Points,Photosynthesis,218603,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Photosynthesis,218603,1/2/2024,classification,boardgamemechanic
Bias,Photosynthesis,218603,1/2/2024,classification,boardgamemechanic
End Game Bonuses,Photosynthesis,218603,1/2/2024,classification,boardgamemechanic
Hexagon Grid,Photosynthesis,218603,1/2/2024,classification,boardgamemechanic
Income,Photosynthesis,218603,1/2/2024,classification,boardgamemechanic
Turn Order: Progressive,Photosynthesis,218603,1/2/2024,classification,boardgamemechanic
Area Majority / Influence,Power Struggle,55697,1/2/2024,classification,boardgamemechanic
Bribery,Power Struggle,55697,1/2/2024,classification,boardgamemechanic
Catch the Leader,Flamme Rouge,199478,1/2/2024,classification,boardgamemechanic
Hand Management,Flamme Rouge,199478,1/2/2024,classification,boardgamemechanic
Modular Board,Flamme Rouge,199478,1/2/2024,classification,boardgamemechanic
Programmed Movement,Flamme Rouge,199478,1/2/2024,classification,boardgamemechanic
Race,Flamme Rouge,199478,1/2/2024,classification,boardgamemechanic
Simulation,Flamme Rouge,199478,1/2/2024,classification,boardgamemechanic
Simultaneous Action Selection,Flamme Rouge,199478,1/2/2024,classification,boardgamemechanic
Track Movement,Flamme Rouge,199478,1/2/2024,classification,boardgamemechanic
Action Queue,Libertalia: Winds of Galecrest,356033,1/2/2024,classification,boardgamemechanic
Hand Management,Libertalia: Winds of Galecrest,356033,1/2/2024,classification,boardgamemechanic
Set Collection,Libertalia: Winds of Galecrest,356033,1/2/2024,classification,boardgamemechanic
