users_rated,num_owners,max_players,bgg_rank,average_weight,average,min_players,year_published,name,max_playtime,min_playtime,bgg_id,date,type
8436,8174,4,577,2.5427,7.24577,2,2007,Vikings,60,60,27173,1/2/2024,details
28309,41078,10,641,1.1954,6.96161,2,1994,Take 5,45,45,432,1/2/2024,details
5790,6271,18,666,1.2042,7.28614,4,1999,Time's Up!,90,90,1353,1/2/2024,details
2503,6495,5,678,2.3051,7.90496,1,2019,Detective: City of Angels,150,30,218074,1/2/2024,details
6484,11749,6,725,2.7625,7.16428,1,2016,Exit: The Game – The Pharaoh's Tomb,90,45,203416,1/2/2024,details
4785,10643,4,734,2.1158,7.33638,2,2019,Century: A New World,45,30,270970,1/2/2024,details
3198,3923,4,751,3.8319,7.5613,2,2014,ZhanGuo,120,60,160495,1/2/2024,details
10410,11139,5,769,2.2517,7.01499,1,2010,K2,60,60,73761,1/2/2024,details
3055,7238,4,768,2.7037,7.60616,1,2022,Three Sisters,60,30,291845,1/2/2024,details
20840,26845,8,843,1.1104,6.83131,3,2005,Incan Gold,30,30,15512,1/2/2024,details
4921,6858,6,908,3.1648,7.17496,2,2014,Hyperborea,150,50,119788,1/2/2024,details
1827,2954,8,911,3.653,7.99364,2,2007,Napoleon's Triumph,180,180,18098,1/2/2024,details
3526,3445,5,998,2.4199,7.30087,3,2000,Web of Power,60,50,491,1/2/2024,details
1868,4448,5,960,2.8706,7.96008,1,2023,Apiary,90,60,400314,1/2/2024,details
3584,11945,2,1079,2.1522,7.22929,2,2015,Smash Up: Pretty Pretty Smash Up,45,45,168917,1/2/2024,details
7646,12547,2,1086,1.9054,6.88548,2,1991,Quarto,20,20,681,1/2/2024,details
4904,9755,6,1166,1.1383,6.95644,1,2016,Encore!,20,20,206931,1/2/2024,details
560,2230,4,3601,2.5833,7.32847,2,2015,Pixel Tactics Deluxe,45,45,169274,1/2/2024,details
1033,1389,5,3679,2.5275,6.59341,2,2002,Fische Fluppen Frikadellen,90,90,4370,1/2/2024,details
581,3427,5,3668,2.3846,7.34169,2,2021,The Goonies: Never Say Die,50,50,339031,1/2/2024,details
1077,1334,10,3726,1.2893,6.53891,2,2007,Slide 5,30,30,31503,1/2/2024,details
311,2915,4,3398,2.7273,8.87855,1,2023,Sleeping Gods: Distant Skies,600,60,358320,1/2/2024,details
629,1429,4,3713,2.0857,7.18674,1,2023,Hens,20,15,348447,1/2/2024,details
1778,2244,5,3785,1.5857,6.26965,3,2006,Buccaneer,30,30,22287,1/2/2024,details
1288,2392,6,3794,1.2435,6.43562,2,1994,Sharp Shooters,10,10,1459,1/2/2024,details
1468,3423,6,3823,2.3333,6.41962,2,2016,Last Friday,120,30,192927,1/2/2024,details
324,1244,1,3776,3.2593,8.31901,1,2023,Halls of Hegra,90,70,336131,1/2/2024,details
525,1532,6,3854,2.3636,7.40812,1,2021,Mortum: Medieval Detective,180,120,296063,1/2/2024,details
754,1677,4,3862,2.3429,6.79485,2,2020,Polynesia,75,60,301084,1/2/2024,details
861,1871,6,3903,2.0842,6.74015,3,1966,"Win, Place & Show",120,120,782,1/2/2024,details
1529,2687,5,3920,1.2286,6.31407,2,2014,Yardmaster,20,20,154634,1/2/2024,details
854,1390,4,3923,1.3614,6.67087,2,1986,Thunder Road,45,45,804,1/2/2024,details
397,808,6,3969,2.2143,7.78169,2,2007,Song of Blades and Heroes: Revised Edition,120,30,30804,1/2/2024,details
1512,1515,7,3982,1.2371,6.32825,2,1996,Bamboleo,30,30,293,1/2/2024,details
511,947,6,3987,1,7.16068,2,2021,Dream Crush,30,30,315059,1/2/2024,details
1078,1692,2,4022,2.5667,6.56972,2,2003,Dungeons & Dragons Miniatures,60,60,7929,1/2/2024,details
554,1222,1,4043,1.5333,7.37605,1,2018,Desolate,20,15,249675,1/2/2024,details
2745,4881,4,4096,2.1942,6.10025,2,2003,Dungeoneer: Tomb of the Lich Lord,60,60,5576,1/2/2024,details
391,1137,4,3998,2.2222,7.61695,1,2023,First in Flight,75,45,361788,1/2/2024,details
736,1062,6,4118,1.3077,6.69055,2,2018,Gravity Superstar,30,15,254088,1/2/2024,details
420,1457,1,4143,3.9859,7.44648,1,1990,Carrier: The Southwest Pacific Campaign – 1942-1943,360,180,1679,1/2/2024,details
818,653,2,4256,3.1579,6.69806,2,1942,Hex,20,20,4112,1/2/2024,details
462,1185,4,4227,2,7.41,1,2021,Night Parade of a Hundred Yokai,45,30,314589,1/2/2024,details
449,632,2,4259,2.0714,7.58445,2,2022,Wizards of the Grimoire,40,20,340541,1/2/2024,details
471,1156,11,4264,2.3182,7.19396,2,2016,Grand Prix,90,90,163163,1/2/2024,details
416,1403,4,4244,2.7273,7.33346,1,2022,Bloc by Bloc: Uprising,120,60,356768,1/2/2024,details
806,1200,4,4274,1.7347,6.52698,2,2012,Spectaculum,45,30,104573,1/2/2024,details
419,1307,2,4358,2.5532,7.29654,2,2009,"A Victory Denied: Crisis at Smolensk, July-September, 1941",240,240,31954,1/2/2024,details
705,2073,2,4370,3.955,6.73038,2,1979,"Freedom in the Galaxy: The Star Rebellions, 5764 AD",1200,60,1717,1/2/2024,details
1546,2538,3,1178,4.0403,7.86112,3,2014,Three Kingdoms Redux,165,135,145371,1/2/2024,details
13977,24769,2,1177,2.4399,6.70528,2,1996,Catan Card Game,120,60,278,1/2/2024,details
3981,4278,6,1185,2.5973,7.03555,1,2011,Yggdrasil,90,90,71671,1/2/2024,details
1337,2873,4,2445,1.9688,7.0197,1,2018,Overbooked,40,20,230200,1/2/2024,details
1379,2556,2,2420,1.2857,6.98579,2,2016,District Noir,20,10,216497,1/2/2024,details
1940,3564,6,2474,2.96,6.67327,2,2017,Unlock!: Escape Adventures – The Island of Doctor Goorse,60,60,216094,1/2/2024,details
887,1218,2,2483,3.1782,7.38897,2,2003,Bonaparte at Marengo,120,120,15839,1/2/2024,details
999,2103,4,2497,3.32,7.93676,2,2020,Skytear,45,45,259061,1/2/2024,details
4147,6353,5,2644,1.6927,6.31348,3,1997,Mississippi Queen,45,45,256,1/2/2024,details
1091,2424,2,2691,1.9388,7.08344,2,2013,Ascension: Apprentice Edition,30,30,145633,1/2/2024,details
1968,3910,4,2742,1.8372,6.57351,2,2016,Android: Mainframe,30,15,193557,1/2/2024,details
1615,3650,5,2746,3.2358,6.68082,2,2015,Tesla vs. Edison: War of Currents,90,90,132544,1/2/2024,details
2631,3258,4,2803,2.0309,6.39914,2,2007,Portobello Market,35,35,27356,1/2/2024,details
681,1257,4,2817,3.1351,7.54102,2,2015,Clockwork Wars,90,90,139952,1/2/2024,details
1909,2120,5,2843,2.9331,6.52129,2,2007,Phoenicia,90,90,28620,1/2/2024,details
1276,2285,6,2880,1.9645,6.8399,2,2007,Wings of War: The Dawn of World War II,30,30,22532,1/2/2024,details
2306,6248,6,2895,1.6279,6.55165,2,2015,Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill,45,30,173200,1/2/2024,details
853,2173,1,2901,3.0404,7.25284,1,1987,Raid on St. Nazaire,180,180,1425,1/2/2024,details
672,1460,2,3057,3.0714,7.35455,2,2008,FAB: The Bulge,240,240,20133,1/2/2024,details
1039,1801,3,3061,2.2529,6.85355,2,2011,The Road to Canterbury,60,60,96792,1/2/2024,details
734,1658,4,3086,1.7692,7.22791,1,2021,The Whatnot Cabinet,30,20,283242,1/2/2024,details
1098,1286,5,3118,3.1413,6.77946,2,2010,Grand Cru,90,90,75212,1/2/2024,details
671,1347,4,3166,3.1111,7.34484,1,2022,Council of Shadows,90,60,368954,1/2/2024,details
1287,2453,2,3203,1.531,6.63111,2,2001,Mystery Rummy: Jekyll & Hyde,45,45,1265,1/2/2024,details
1101,2139,5,3235,2.0976,6.77822,3,2015,Vault Wars,60,45,169704,1/2/2024,details
1486,2059,4,3248,2.256,6.57571,3,2009,The Golden City,60,60,40770,1/2/2024,details
1691,3445,4,3268,2.0822,6.4849,2,2015,Parfum,45,45,172546,1/2/2024,details
954,2315,4,3276,2.4,6.97877,2,2017,Doctor Who: Time of the Daleks,120,120,186995,1/2/2024,details
519,1888,4,3304,3.7612,7.84493,2,2012,Panzer: The Game of Small Unit Actions and Combined Arms Operations on the Eastern Front 1943-45,300,120,85769,1/2/2024,details
1631,3075,4,3369,1.1875,6.47741,2,2015,Spinderella,20,20,171129,1/2/2024,details
1581,4217,8,3440,1.8889,6.44963,5,2018,Hail Hydra,75,40,256877,1/2/2024,details
1108,1953,7,3442,1.7429,6.71544,3,2018,Cerberus,45,30,256918,1/2/2024,details
1129,1948,5,3493,1.4242,6.61941,2,2016,Zany Penguins,20,20,190639,1/2/2024,details
427,1158,4,3490,2,7.71946,1,2021,Exit: The Game – The Return to the Abandoned Cabin,90,45,341583,1/2/2024,details
714,1839,4,3557,1.875,6.99535,2,2017,Word Domination,45,20,205057,1/2/2024,details
1894,3150,5,3665,1.3857,6.2905,2,2013,Council of Verona,20,20,140863,1/2/2024,details
602,1522,4,3683,2.2143,7.18948,1,2020,The One Hundred Torii,60,45,256509,1/2/2024,details
372,1936,4,3636,1.6667,7.86867,1,2023,Naturopolis,20,15,352606,1/2/2024,details
524,2306,6,3780,2.3158,7.18285,2,2015,Among the Stars: Revival,30,30,170318,1/2/2024,details
405,1107,2,3890,4.0833,7.73039,2,1995,Tunisia,360,360,4204,1/2/2024,details
423,1323,4,3910,3.8462,7.72286,2,2017,Necromunda: Underhive,60,60,234521,1/2/2024,details
1581,2607,4,3953,1.3548,6.27759,2,2017,Fast Forward: FORTRESS,15,15,231665,1/2/2024,details
517,2031,4,3972,2.4545,7.15781,1,2020,Escape Tales: Children of Wyrmwoods,450,450,299800,1/2/2024,details
711,1099,4,4091,2.6375,6.74904,2,1998,Tycoon,90,90,267,1/2/2024,details
7067,14460,2,4090,1.6057,5.96989,2,700,Kalah,10,10,2448,1/2/2024,details
354,896,2,4145,2.6,7.64753,2,2021,Unforgiven: The Lincoln Assassination Trial,30,30,266140,1/2/2024,details
567,985,4,4123,3.2308,6.95597,2,2018,Captains of the Gulf,120,75,255455,1/2/2024,details
748,1587,5,4160,1.0435,6.67957,2,2021,High Score,30,30,341416,1/2/2024,details
539,678,5,4195,2.9444,6.97076,3,2016,Tin Goose,150,90,133285,1/2/2024,details
947,1219,4,4199,1.7647,6.53507,2,2012,Sheepland,30,30,123576,1/2/2024,details
917,1400,4,4240,2.3974,6.48528,2,2011,Fortuna,60,60,80979,1/2/2024,details
918,1893,12,4270,1.6818,6.51296,3,2013,Ultimate Werewolf: Inquisition,60,30,140457,1/2/2024,details
384,1262,1,4246,1.5,7.59686,1,2021,Tin Helm,30,0,347900,1/2/2024,details
295,1543,2,4301,2.5,7.94041,2,2022,Marvel Dice Throne: Black Widow v. Doctor Strange,30,30,360152,1/2/2024,details
828,1393,2,4336,1.4,6.53364,2,2019,Chartae,10,10,269257,1/2/2024,details
439,806,6,4401,2.7692,7.08002,3,2018,Trade on the Tigris,90,60,250754,1/2/2024,details
267,517,2,4435,2.8421,7.97873,2,2018,Europe in Turmoil: Prelude to the Great War,240,180,227127,1/2/2024,details
435,1273,2,4478,2.6875,7.15061,2,2020,Roméo & Juliette,35,10,287638,1/2/2024,details
617,1416,4,4514,1.9286,6.75973,1,2017,Starving Artists,60,30,189350,1/2/2024,details
579,1166,6,4567,2.4054,6.7819,1,2013,Super Fantasy: Ugly Snouts Assault,90,90,147747,1/2/2024,details
1044,1496,4,4585,2.6552,6.31861,2,2015,Sapiens,45,45,169649,1/2/2024,details
2234,6998,5,4617,1.5,6.11558,2,2016,Rick and Morty: Total Rickall Card Game,30,30,194232,1/2/2024,details
319,904,2,4629,2.9038,7.68968,2,2008,Lock 'n Load Tactical: Day of Heroes,120,60,25727,1/2/2024,details
316,1148,2,4652,3.2083,7.57107,1,1996,Stonewall's Last Battle: The Chancellorsville Campaign,180,180,4210,1/2/2024,details
421,424,2,4446,1.75,7.23076,2,2023,Dracula vs Van Helsing,45,20,381278,1/2/2024,details
573,944,4,4665,2.54,6.7953,2,2003,The Settlers of Zarahemla,90,90,6778,1/2/2024,details
1701,2405,5,4685,1.9048,6.10137,2,2000,Castle,30,30,655,1/2/2024,details
429,1593,4,4700,2.25,7.14517,2,2015,Catan: Traveler – Compact Edition,75,75,172994,1/2/2024,details
801,1171,2,4735,2.4675,6.52743,2,1996,BattleTech TCG,20,20,3487,1/2/2024,details
761,2076,6,4773,2.1667,6.64384,1,2021,X-Men: Mutant Insurrection,120,60,315937,1/2/2024,details
365,508,4,4071,2.1,7.77437,2,2023,The Vale of Eternity,45,30,385529,1/2/2024,details
281,872,2,4434,3.7,7.93013,2,2001,Grant Takes Command,120,120,1821,1/2/2024,details
885,1808,4,4433,2,6.46893,2,2017,Sebastian Fitzek Safehouse,30,30,234877,1/2/2024,details
674,1346,6,4189,2.8286,7.38355,2,2019,Darwin's Choice,120,60,250309,1/2/2024,details
696,1083,8,4519,1.4737,6.73542,4,2016,Burke's Gambit,20,20,206754,1/2/2024,details
446,1271,4,4642,2,6.98129,1,2021,Biblios: Quill and Parchment,40,40,300523,1/2/2024,details
375,1392,2,4785,4.0328,7.2768,1,1988,Tokyo Express: The Guadalcanal Naval Campaign – 1942,180,180,1681,1/2/2024,details
1115,2689,8,1256,4.6237,8.23265,1,2013,1862: Railway Mania in the Eastern Counties,300,120,66837,1/2/2024,details
1350,2396,4,1320,2.84,7.98265,1,2018,Street Masters,120,45,218421,1/2/2024,details
9267,12789,4,1321,1.5079,6.68898,1,2003,Ubongo,25,25,16986,1/2/2024,details
1729,5823,4,1427,2.8358,7.56997,1,2019,Aftermath,120,60,281946,1/2/2024,details
3579,6970,4,1425,2.625,6.9095,1,2017,Exit: The Game – The Forgotten Island,90,45,215841,1/2/2024,details
1067,1355,18,1452,3.6867,8.20454,5,2015,Mega Civilization,720,360,184424,1/2/2024,details
2642,5397,5,1460,1.4727,7.08573,1,2021,TEN,30,15,335609,1/2/2024,details
1506,3632,2,1511,2.4516,7.573,2,2021,That Time You Killed Me,30,15,344258,1/2/2024,details
3626,4128,4,1538,2.5773,6.82799,2,2000,Carolus Magnus,60,60,481,1/2/2024,details
1899,4364,2,1652,2.0385,7.15591,2,2020,Glasgow,30,30,301716,1/2/2024,details
1750,4252,4,1742,1.0741,7.16942,2,2018,ICECOOL2,30,30,244513,1/2/2024,details
1852,3298,4,1763,2.1127,7.12874,2,2013,Sanssouci,45,30,146816,1/2/2024,details
4065,6627,2,1804,2.4051,6.64834,2,2000,Babel,60,45,986,1/2/2024,details
1840,3580,4,1833,1.2667,7.11881,2,2015,Love Letter: The Hobbit – The Battle of the Five Armies,30,20,169611,1/2/2024,details
1101,2807,6,1851,3.1373,7.87656,1,2016,Warfighter: The WWII Tactical Combat Card Game,90,30,196496,1/2/2024,details
771,3711,2,1837,2.4,8.34084,2,2022,Unmatched: Houdini vs. The Genie,20,20,354544,1/2/2024,details
2018,4375,4,1933,2.7717,7.06789,2,2013,Warhammer: Diskwars,90,45,146418,1/2/2024,details
1183,3328,2,2041,3.0312,7.47233,2,2019,KeyForge: Worlds Collide,45,15,285775,1/2/2024,details
1861,3984,6,2051,2,6.97438,1,2016,Star Trek Panic,90,90,193737,1/2/2024,details
1223,2520,4,2168,3.1613,7.23199,2,2016,City of Iron: Second Edition,120,120,195503,1/2/2024,details
2463,4829,2,2170,1.6554,6.7088,2,2006,Royal Visit,30,20,22245,1/2/2024,details
1640,3473,5,2190,2.119,7.24195,2,2018,Monster Slaughter,60,45,220632,1/2/2024,details
1746,2282,4,2363,2.9929,6.82168,2,2009,Assyria,90,45,43152,1/2/2024,details
708,1994,4,2379,1.6364,7.78516,1,2021,Unlock! Kids: Detective Stories,60,20,327056,1/2/2024,details
2184,2485,5,2396,1.6902,6.64368,2,2007,Blockers!,40,30,29073,1/2/2024,details
436,867,1,4844,1.5,6.9565,1,2001,Perplexus,30,30,72644,1/2/2024,details
532,1177,4,4847,1.8205,6.80188,1,2014,The Cards of Cthulhu,90,30,145642,1/2/2024,details
661,848,4,4909,2.2857,6.423,2,2022,Catherine: The Cities of the Tsarina,45,30,360951,1/2/2024,details
1441,4112,4,4917,2.1538,6.17362,2,2015,Portal: The Uncooperative Cake Acquisition Game,45,30,159406,1/2/2024,details
445,467,4,4925,2.5882,6.80429,2,2016,Hellas,60,45,207330,1/2/2024,details
271,794,2,4770,2,7.74207,2,2023,General Orders: World War II,30,30,381435,1/2/2024,details
238,573,2,4922,3,8.19008,2,2023,Gosu X,40,20,368119,1/2/2024,details
319,844,4,4969,2.3,7.32206,2,2022,Gartenbau,60,30,268188,1/2/2024,details
17826,22547,4,47,4.0186,8.08008,1,2017,Anachrony,120,30,185343,1/2/2024,details
10612,15840,2,81,3.855,8.03589,1,2014,Fields of Arle,120,60,159675,1/2/2024,details
17465,29959,4,260,1.8616,7.52606,2,2016,Hero Realms,20,20,198994,1/2/2024,details
13716,18883,5,284,2.2407,7.45747,3,2018,Cryptid,50,30,246784,1/2/2024,details
15941,22879,5,306,2.9692,7.39706,1,2008,Space Alert,30,30,38453,1/2/2024,details
42475,69464,7,367,1.897,7.22695,2,2015,Mysterium,42,42,181304,1/2/2024,details
13361,18371,6,405,1.7269,7.31,2,2017,Downforce,40,20,215311,1/2/2024,details
3785,10041,2,418,1.9286,7.94126,2,2019,Unmatched: Robin Hood vs. Bigfoot,20,20,274638,1/2/2024,details
22004,38490,8,423,1.2421,7.19669,2,2016,Codenames: Pictures,15,15,198773,1/2/2024,details
19259,38839,4,451,2.7245,7.23885,1,2012,Mice and Mystics,90,60,124708,1/2/2024,details
6064,11320,2,486,1.729,7.46253,2,2019,"Air, Land, & Sea",30,15,247367,1/2/2024,details
5588,6757,2,517,2.9841,7.54939,2,1994,Blood Bowl (Third Edition),180,180,712,1/2/2024,details
2486,6549,2,519,4.0155,8.2553,2,2020,Imperial Struggle,240,120,206480,1/2/2024,details
23757,27402,8,566,2.4288,7.0595,2,1994,RoboRally,120,45,18,1/2/2024,details
25003,41044,8,693,2.3432,6.96848,1,2011,Elder Sign,90,90,100423,1/2/2024,details
7024,8976,4,732,2.8405,7.16498,2,2013,Tash-Kalar: Arena of Legends,60,30,146278,1/2/2024,details
5598,12527,6,762,2.0171,7.24949,1,2017,My Little Scythe,60,45,226320,1/2/2024,details
8094,7848,4,782,2.3705,7.06521,2,2006,Yspahan,60,45,22345,1/2/2024,details
4703,11748,6,832,2.6643,7.35719,1,2013,Zombicide Season 2: Prison Outbreak,60,60,137988,1/2/2024,details
2560,5158,4,840,4.3387,7.76885,1,2018,Cerebria: The Inside World,120,60,218479,1/2/2024,details
4743,3228,5,910,3.2371,7.16378,3,2007,Container,90,60,26990,1/2/2024,details
7861,8328,10,942,1.9591,6.99348,2,1997,Formula Dé,120,120,173,1/2/2024,details
6134,7700,5,955,3.0743,7.04899,2,2001,Genoa,120,60,1345,1/2/2024,details
6013,12078,4,954,2.0136,7.10363,1,2019,Call to Adventure,60,30,238992,1/2/2024,details
4112,6722,5,1046,1.2766,7.12974,2,2016,Archaeology: The New Expedition,20,20,191300,1/2/2024,details
3330,5378,2,1059,2.157,7.27082,1,2011,Ascension: Return of the Fallen,30,30,95064,1/2/2024,details
4577,5527,6,1093,1.4681,7.03706,2,2008,Fauna,60,45,35497,1/2/2024,details
3210,5521,5,1107,1.0893,7.22901,2,2019,Men at Work,45,30,261114,1/2/2024,details
8759,9497,8,1153,1.8198,6.82258,4,2005,Shadow Hunters,60,60,24068,1/2/2024,details
3641,8143,8,1157,1.873,7.13784,2,2019,Obscurio,40,40,273477,1/2/2024,details
1424,3291,5,2470,1.3226,6.9224,1,2016,The Game: Extreme,30,20,209325,1/2/2024,details
1805,2155,4,2498,2.6164,6.71217,3,2004,Lost Valley,60,60,9341,1/2/2024,details
3798,6211,4,2508,1.9757,6.40475,2,2002,Cave Troll,60,20,4491,1/2/2024,details
3244,4648,6,2541,1.693,6.42545,3,2001,Dragon's Gold,45,45,1042,1/2/2024,details
1632,2806,2,2568,2.3143,6.90656,2,2004,Star Wars Miniatures,60,60,11229,1/2/2024,details
1632,3910,4,2582,1.75,6.76855,2,2020,Beez,45,30,299592,1/2/2024,details
1664,3086,10,2612,2.6205,6.7743,2,1979,Circus Maximus,120,120,244,1/2/2024,details
982,1163,6,2706,1.4643,7.08817,3,2013,Northern Pacific,60,60,138704,1/2/2024,details
2594,5142,2,2710,1.1441,6.45775,2,2011,BraveRats,15,15,112373,1/2/2024,details
8166,14041,8,2723,1.4676,6.22383,1,1972,Boggle,10,10,1293,1/2/2024,details
1001,1714,4,2813,3.0517,7.14027,2,2008,Monsterpocalypse,60,60,32674,1/2/2024,details
727,923,3,2830,3.6404,7.38098,3,2009,God's Playground,180,180,38309,1/2/2024,details
739,2002,4,2874,3.1538,7.44834,1,2021,Daimyo: Rebirth of the Empire,90,60,237145,1/2/2024,details
843,2297,12,2890,1.1111,7.15586,4,2010,Time's Up! Family,30,30,88126,1/2/2024,details
937,2170,1,2947,2,7.03777,1,2019,Lux Aeterna,15,6,282439,1/2/2024,details
846,1484,4,2864,1.7143,7.15099,1,2023,Next Station: Tokyo,30,25,380165,1/2/2024,details
1523,2064,4,2955,2.5914,6.63032,2,2007,Before the Wind,75,75,28723,1/2/2024,details
826,1799,2,2988,2.8659,7.30338,2,2012,DreadBall: The Futuristic Sports Game,90,90,129731,1/2/2024,details
2049,3855,4,3007,1.9344,6.54006,2,2016,Karmaka,60,25,172552,1/2/2024,details
1841,3027,5,3034,1.253,6.5289,3,2013,Walk the Plank!,20,20,35505,1/2/2024,details
2353,2983,5,3067,2.2547,6.37184,2,2005,Beowulf: The Legend,60,60,17449,1/2/2024,details
1833,4368,2,3077,3.0421,6.59298,2,1970,PanzerBlitz,90,90,2238,1/2/2024,details
749,2026,4,3152,2.85,7.31557,1,2018,Kick-Ass: The Board Game,90,60,250561,1/2/2024,details
1373,2061,6,3182,2.2025,6.62123,2,1987,Shark,90,90,433,1/2/2024,details
641,1457,8,3187,1.1429,7.38049,4,2018,Don't Mess with Cthulhu Deluxe,30,1,253786,1/2/2024,details
711,1374,5,3189,3.8718,7.19237,3,2019,Flotilla,150,90,275969,1/2/2024,details
1279,1463,5,3221,2.3897,6.64006,2,2002,Goldland,80,60,3139,1/2/2024,details
502,2151,7,3199,3.4828,7.90531,1,2019,HEXplore It: The Forests of Adrimon,180,60,244769,1/2/2024,details
1886,4159,4,3249,2.3077,6.43636,1,2017,Pocket Mars,30,15,223779,1/2/2024,details
945,1079,3,3258,3.705,6.85186,3,2008,After the Flood,180,180,36888,1/2/2024,details
1029,1206,6,3340,2.5789,6.74034,2,2008,Jet Set,120,90,38872,1/2/2024,details
1044,2203,4,3353,3.1455,6.77843,2,2018,Magnastorm,100,70,257067,1/2/2024,details
555,1016,4,3363,2.3636,7.69859,1,2021,Ausonia,30,30,302469,1/2/2024,details
1189,2872,6,3413,3.293,6.72404,2,1980,War and Peace,180,120,626,1/2/2024,details
1167,2155,6,3409,1.8611,6.66235,3,2015,Nevermore,60,45,173047,1/2/2024,details
987,1862,4,3469,1.8657,6.69669,3,1998,Bargain Hunter,45,45,338,1/2/2024,details
543,968,4,3478,3.56,8.31335,1,2018,Darklight: Memento Mori,120,60,154910,1/2/2024,details
1404,2923,4,3528,2.3571,6.45102,1,2014,Subdivision,45,45,155173,1/2/2024,details
568,1479,4,3499,2.5758,7.29954,1,2023,Books of Time,60,45,372631,1/2/2024,details
666,2508,2,3555,2.3684,7.10059,2,2014,Pixel Tactics 3,30,30,152899,1/2/2024,details
2159,3967,2,3603,1.5145,6.27517,2,2003,Battleball,45,45,6795,1/2/2024,details
1517,2105,6,3621,1.4568,6.3974,2,2006,Wicked Witches Way,30,30,28025,1/2/2024,details
474,2179,4,3611,2.4615,7.68975,1,2022,Call to Adventure: Epic Origins,60,30,351077,1/2/2024,details
1076,1291,2,3652,1.9043,6.58244,2,2003,Richelieu,45,45,5795,1/2/2024,details
1027,1652,4,3648,2.2581,6.64244,1,2013,Castle Dice,45,45,129320,1/2/2024,details
1173,2403,5,3613,1.0263,6.53658,2,2021,Bag of Chips,20,15,344114,1/2/2024,details
568,1278,4,3647,1.125,7.22123,2,2021,Yummy Yummy Monster Tummy,30,15,344254,1/2/2024,details
620,1160,4,3717,3.2045,7.06583,2,2013,Rockwell,90,90,139562,1/2/2024,details
832,1386,4,3796,1.0909,6.69604,1,2014,Doodle Quest,15,15,152757,1/2/2024,details
1648,3351,6,3790,1.4032,6.40268,2,2014,Marrying Mr. Darcy,60,30,145308,1/2/2024,details
866,1741,4,3826,1.6875,6.67477,2,2017,Rocky Road à la Mode,30,20,200726,1/2/2024,details
463,701,8,3865,3.3226,7.54812,2,2006,Hordes,60,60,19679,1/2/2024,details
991,2082,4,3950,2.8824,6.58729,2,2016,London Dread,90,60,178134,1/2/2024,details
600,1024,4,3970,1.6667,6.93905,2,2020,Boomerang: USA,30,15,300369,1/2/2024,details
624,1593,6,3975,3.2963,6.97618,2,2016,Unicornus Knights,90,60,204605,1/2/2024,details
1840,2179,5,4006,2.04,6.20997,2,2009,Bombay,60,30,40214,1/2/2024,details
866,1888,4,4047,1.4667,6.61136,2,2019,Copenhagen: Roll & Write,40,20,282463,1/2/2024,details
288,1179,2,4107,3.087,8.22778,2,2023,The British Way: Counterinsurgency at the End of Empire,120,60,342921,1/2/2024,details
1753,3101,4,4117,2.3243,6.26682,2,2010,Cadwallon: City of Thieves,45,45,69120,1/2/2024,details
432,710,6,4129,2.8947,7.41053,1,2019,Warpgate,120,40,209641,1/2/2024,details
662,1428,6,4174,2.6923,6.81211,1,2017,Escape from 100 Million B.C.,90,60,206206,1/2/2024,details
426,736,6,4178,2.2222,7.37236,2,2022,Charioteer,120,60,339289,1/2/2024,details
442,790,4,4241,1.8125,7.19181,2,2022,Old London Bridge,45,45,354273,1/2/2024,details
786,1307,5,4307,2.925,6.57441,3,2012,Aeroplanes: Aviation Ascendant,120,120,119337,1/2/2024,details
321,997,2,4407,3.6182,7.6572,1,2005,Under the Lily Banners,0,0,17651,1/2/2024,details
1337,2774,4,4462,1.3968,6.23513,2,2013,Elevenses,30,30,144388,1/2/2024,details
655,1889,2,4517,3.1974,6.7798,2,1969,Anzio: The Struggle for Italy – 1943-1945,120,120,4173,1/2/2024,details
236,1102,20,4540,1,8.05699,4,2016,Monikers: Something Something,60,30,195709,1/2/2024,details
690,1869,4,4614,3.3,6.57101,2,2011,The Ares Project,60,60,65534,1/2/2024,details
317,1436,2,4671,3.3659,7.58133,1,1999,Cataphract,360,360,1883,1/2/2024,details
457,414,5,4483,2.7059,7.38369,1,2023,Path of Civilization,120,60,385680,1/2/2024,details
927,1634,5,4718,2.6667,6.32451,2,2007,Utopia,60,60,31745,1/2/2024,details
454,983,4,4753,1.303,6.90211,2,2011,Schnappt Hubi!,20,20,92644,1/2/2024,details
278,718,2,4800,2.2857,8.2445,1,2018,"Nightfighter Ace: Air Defense Over Germany, 1943-44",180,120,242227,1/2/2024,details
2990,5489,2,1209,3.2193,7.2409,2,2010,Battles of Westeros,120,60,67492,1/2/2024,details
1669,4509,2,1220,3.7328,7.77559,2,1998,For the People,360,360,833,1/2/2024,details
1337,3370,1,1277,3.2222,8.02212,1,2012,Thunderbolt Apache Leader,90,90,123955,1/2/2024,details
3345,7027,4,1276,2.3492,7.10821,2,2021,Brew,90,45,332386,1/2/2024,details
3330,7928,2,1297,2.3594,7.0565,1,2018,Duelosaur Island,45,30,247236,1/2/2024,details
2568,3185,4,1300,2.2,7.19973,2,2017,Sentient,60,30,223855,1/2/2024,details
3085,7311,2,1366,2.0545,7.06438,1,2015,Sylvion,30,30,143405,1/2/2024,details
1053,2152,4,1371,3.7286,8.4433,1,2021,Uprising: Curse of the Last Emperor,240,120,284121,1/2/2024,details
