users_rated,num_owners,max_players,bgg_rank,average_weight,average,min_players,year_published,name,max_playtime,min_playtime,bgg_id,date,type
5552,8587,4,1203,2.2528,6.86597,2,2014,La Isla,60,30,154246,1/2/2024,details
3846,8721,4,2448,2.3643,6.55408,2,2003,Risk: The Lord of the Rings Trilogy Edition,180,180,8107,1/2/2024,details
1507,3135,4,2559,3.0175,6.82227,1,2019,Sierra West,60,40,257066,1/2/2024,details
1607,3247,4,2435,2.6391,6.92658,2,2011,Dungeons & Dragons: Conquest of Nerath Board Game,240,120,92044,1/2/2024,details
2057,3560,6,2501,1.1463,6.67878,1,2019,Second Chance,15,10,265683,1/2/2024,details
2570,3923,4,1254,2.8276,7.22693,2,2015,Kraftwagen,75,75,171879,1/2/2024,details
1580,2379,6,1238,3.8256,7.72579,2,2020,18Chesapeake,180,180,253608,1/2/2024,details
6637,12470,8,2398,1.3754,6.3001,2,1992,Loot,20,20,770,1/2/2024,details
5003,8009,8,1219,1.4138,6.90786,1,2019,On Tour,20,20,251412,1/2/2024,details
1660,4047,4,2406,2.15,6.87941,2,2019,Victorian Masterminds,60,45,189453,1/2/2024,details
1353,3013,4,2454,2.1053,6.94019,2,2017,Tybor the Builder,30,30,234621,1/2/2024,details
592,2034,4,2436,2,8.17145,1,2022,Bullet⭐,15,15,343844,1/2/2024,details
1011,3415,4,1223,3,8.54544,1,2020,Aeon's End: Outcasts,60,60,299317,1/2/2024,details
2028,2760,4,1397,2.2321,7.32058,2,2016,Warsaw: City of Ruins,60,45,206803,1/2/2024,details
885,2052,8,2423,1.1667,7.44787,4,2022,Phantom Ink,15,10,330592,1/2/2024,details
3274,4578,4,2463,1.298,6.4609,2,1989,A la carte,30,30,217,1/2/2024,details
2089,2932,6,1341,2.962,7.35211,1,2019,Coloma,90,60,264982,1/2/2024,details
3194,4093,4,1344,2.7818,7.02103,3,2001,Medina,60,60,1261,1/2/2024,details
2002,4386,20,2561,1.1778,6.68027,3,2013,Funemployed,30,30,142296,1/2/2024,details
1290,4163,4,2567,1.5455,6.988,2,2020,Ticket to Ride: Amsterdam,15,10,309113,1/2/2024,details
4201,9951,4,1281,1.1261,6.94752,2,2019,Tussie Mussie,30,20,257614,1/2/2024,details
2249,4698,5,1268,2.7857,7.41628,2,2022,The Wolves,75,75,368058,1/2/2024,details
4970,6678,4,1227,2.8704,6.89095,2,2007,Caylus Magna Carta,75,45,27364,1/2/2024,details
2597,5434,7,1240,2.1346,7.2782,2,2015,Watson & Holmes,75,45,182694,1/2/2024,details
1987,4326,4,2452,2.5676,6.67756,3,1998,Verräter,60,60,72,1/2/2024,details
606,1234,2,2540,3.4839,8.04535,2,2006,EastFront: The War in Russia 1941-45 – Second Edition,240,240,22143,1/2/2024,details
1564,3040,8,2524,1.5091,6.87633,2,1979,Big Boggle,10,10,10550,1/2/2024,details
3152,4723,2,2555,1.7617,6.42889,1,2010,Famiglia,30,30,81453,1/2/2024,details
1803,3073,4,2494,3.0207,6.71489,2,2007,Key Harvest,90,90,29839,1/2/2024,details
1906,3631,8,2515,1.1791,6.74878,2,2012,Ghost Blitz 2,30,30,118705,1/2/2024,details
686,1341,5,2521,3.1081,7.94172,1,2020,Planet Apocalypse,90,60,220827,1/2/2024,details
1136,1559,5,2522,2.5161,7.10777,3,2015,Tulip Bubble,70,50,229414,1/2/2024,details
686,2560,4,2581,2.1667,7.73021,2,2020,Dale of Merchants 3,40,20,299452,1/2/2024,details
1572,1790,6,2615,1.8529,6.78431,2,2003,Gemblo,30,30,19427,1/2/2024,details
640,1302,99,2592,1.75,7.76935,1,2021,Exit: The Game – Advent Calendar: The Hunt for the Golden Book,90,45,343322,1/2/2024,details
654,1261,4,2664,2.9643,7.76768,2,2012,Puzzle Strike Shadows,20,20,123609,1/2/2024,details
2509,4918,5,1342,2.0789,7.20146,1,2020,Wild Space,40,15,298371,1/2/2024,details
2094,4068,4,1410,3.5556,7.25413,2,2017,Keyper,120,90,212516,1/2/2024,details
3534,4637,2,1488,2.1166,6.8589,2,2005,Aton,30,30,19999,1/2/2024,details
8272,10808,5,1627,2.005,6.56079,3,2002,Pirate's Cove,90,60,2987,1/2/2024,details
1458,3049,5,2492,2.5952,6.87396,2,2014,Onward to Venus,120,90,158109,1/2/2024,details
2484,3314,4,2502,2.0621,6.53984,2,2005,Palazzo,60,60,15318,1/2/2024,details
1010,1721,4,2512,2.225,7.24435,1,2017,Coldwater Crown,90,40,200934,1/2/2024,details
1461,2205,5,2618,3.0088,6.8022,3,2010,Olympus,120,60,73070,1/2/2024,details
1811,2412,5,2418,2.9192,6.75721,2,2007,El Capitán,75,75,29972,1/2/2024,details
1948,2681,4,1302,3.2048,7.42083,2,2018,Castell,90,60,238638,1/2/2024,details
4046,7101,68,1337,1.4908,6.97079,5,2008,Ultimate Werewolf: Ultimate Edition,90,30,38159,1/2/2024,details
3010,3577,5,1347,2.852,7.04516,2,2002,Keythedral,90,60,4099,1/2/2024,details
3042,9877,2,1353,2.3273,7.12011,1,2017,One Deck Dungeon: Forest of Shadows,45,30,224821,1/2/2024,details
1083,2371,4,2409,2.8519,7.24085,1,2017,Fate of the Elder Gods,90,30,198609,1/2/2024,details
586,1348,4,2562,2.4,8.1652,2,2019,Warhammer Age of Sigmar: Warcry Starter Set,60,30,276925,1/2/2024,details
794,2232,99,2589,1.0909,7.4483,5,2019,"Wits & Wagers: It's Vegas, Baby!",40,30,286428,1/2/2024,details
1212,3794,2,2631,2.6667,7.00189,2,2013,Pixel Tactics 2,45,45,137423,1/2/2024,details
1494,2314,4,2634,1.0804,6.83216,2,2002,Viva Topo!,30,20,8195,1/2/2024,details
942,2243,5,2563,2.3478,7.26114,1,2022,Joan of Arc: Orléans Draw & Write,45,30,364641,1/2/2024,details
2632,4802,2,2597,1.8776,6.54635,2,1979,The Awful Green Things From Outer Space,90,60,162,1/2/2024,details
1740,2781,4,2672,1.4839,6.67372,2,2009,Keltis: Das Kartenspiel,20,20,40832,1/2/2024,details
924,2265,4,2739,3.2708,7.21514,2,2020,Mezo,120,90,243797,1/2/2024,details
1856,4274,4,1285,1.6667,7.52436,1,2021,Floriferous,30,20,322622,1/2/2024,details
2204,5423,5,2558,1.814,6.59952,2,2016,Evolution: The Beginning,30,30,201248,1/2/2024,details
655,1215,1,2565,3.1429,7.8145,1,2013,Dawn of the Zeds (Second edition),90,45,144568,1/2/2024,details
1068,1809,6,2578,1.8333,7.08475,2,2021,Whale Riders,45,30,305761,1/2/2024,details
3824,5783,4,2594,1.0615,6.34601,1,2008,Sorry! Sliders,30,30,37196,1/2/2024,details
1085,2217,4,2736,1.96,7.00671,2,2020,My Farm Shop,45,45,270636,1/2/2024,details
507,1138,6,2838,3.8929,7.92763,3,2007,1848: Australia,240,200,32424,1/2/2024,details
904,2457,4,2690,2.4,7.22789,1,2023,The Fox Experiment,60,60,368432,1/2/2024,details
957,2258,4,2903,2.0556,7.31046,2,2017,Illimat,60,15,210040,1/2/2024,details
984,2562,4,2366,2.6304,7.40792,1,2023,3 Ring Circus,75,45,371947,1/2/2024,details
855,1695,5,2451,1.8966,7.53587,2,2012,Zug um Zug: Deutschland,60,30,119637,1/2/2024,details
2553,5458,4,2434,2.4949,6.60491,2,1962,Twixt,30,30,949,1/2/2024,details
1642,3217,4,2477,2.5441,6.82312,1,2021,Rocketmen,90,30,283387,1/2/2024,details
1646,2069,5,2402,2.371,6.84808,2,2008,The Name of the Rose,75,75,35488,1/2/2024,details
640,2462,2,2726,1.7143,7.76499,2,2021,Dice Throne: Season One ReRolled – Pyromancer v. Shadow Thief,40,20,322563,1/2/2024,details
764,1067,4,2752,3.1429,7.51747,2,1988,Full Metal Planète,90,90,20,1/2/2024,details
644,1487,6,2778,2.8333,7.70889,1,2019,Campaign Trail,115,115,129294,1/2/2024,details
5667,13030,6,2791,1.4286,6.30871,2,2011,Star Fluxx,40,10,102104,1/2/2024,details
2550,4476,4,2936,2.8413,6.5061,2,1999,Axis & Allies: Europe,210,210,520,1/2/2024,details
987,1583,4,2957,2.8333,6.95839,2,2012,Legacy: Gears of Time,60,60,119781,1/2/2024,details
1785,2944,6,2984,2.0278,6.52132,2,1967,Bazaar,45,45,287,1/2/2024,details
1079,1853,5,2998,2.2333,7.01515,2,1993,Mutant Chronicles: Siege of the Citadel,120,120,1621,1/2/2024,details
2964,4197,4,1258,2.625,7.1381,2,2015,Council of 4,75,40,173101,1/2/2024,details
2137,4114,6,1262,3.1818,7.43202,2,2013,Level 7 [Omega Protocol],90,60,137649,1/2/2024,details
5207,6881,4,1272,2.2439,6.84461,2,2012,Fleet,45,30,121297,1/2/2024,details
3791,4754,4,1293,1.6757,6.98547,2,2019,Copenhagen,40,20,269595,1/2/2024,details
31707,54695,10,1350,1.3193,6.54916,3,2004,Saboteur,30,30,9220,1/2/2024,details
5004,9539,4,1398,1.9533,6.84757,2,2017,Unearth,60,30,217085,1/2/2024,details
1097,2066,4,2499,2.1702,7.10465,2,2013,Guildhall: Job Faire,45,30,142121,1/2/2024,details
1071,2803,6,2530,2.4872,7.66282,2,2019,HATE,120,60,233868,1/2/2024,details
1397,2125,4,2545,2.6226,6.85984,2,2010,Tikal II: The Lost Temple,120,60,67180,1/2/2024,details
852,3433,4,2605,2,7.65605,2,2015,The Red Dragon Inn 5: The Character Trove,60,30,173634,1/2/2024,details
1729,8236,4,1210,1.8214,7.99069,1,2021,Chronicles of Crime: 1900,90,60,302098,1/2/2024,details
1253,2886,4,2489,1.9444,7.02415,1,2020,Exit: The Game – The Enchanted Forest,90,45,295944,1/2/2024,details
1085,1858,5,2598,3.1277,7.1314,2,2017,Pixie Queen,120,60,200890,1/2/2024,details
892,2168,6,2606,2.6136,7.34081,1,2015,Space Cadets: Away Missions,120,60,124827,1/2/2024,details
864,2066,6,2583,1.8,7.3936,1,2021,Suspects: Claire Harper Takes the Stage,90,60,322785,1/2/2024,details
1683,3398,2,1216,3.1366,7.7543,2,2011,No Retreat! The Russian Front,360,360,68264,1/2/2024,details
3240,3490,5,1274,3.0747,7.05263,2,2007,Hamburgum,75,75,30381,1/2/2024,details
2559,2692,6,1634,3.5086,6.96358,2,2004,The Scepter of Zavandor,90,90,13884,1/2/2024,details
2012,2904,2,1671,1.8545,7.09468,2,2006,Ingenious: Travel Edition,30,30,22484,1/2/2024,details
1985,2340,5,1672,2.1304,7.1229,2,2020,Iwari,45,45,270109,1/2/2024,details
2807,5657,4,1737,1.1333,6.84921,2,2010,Mountain Goats,20,20,63975,1/2/2024,details
2104,3611,6,1759,1.8148,6.98533,1,2017,Unlock!: Mystery Adventures – The House on the Hill,60,60,230303,1/2/2024,details
838,3391,3,1785,2,8.24915,2,2022,Unmatched: Redemption Row,40,20,326933,1/2/2024,details
2255,2392,5,1818,2.3623,6.93838,2,2011,Evo (Second Edition),60,60,107255,1/2/2024,details
2483,3408,4,1849,1.5905,6.86259,2,2007,Burg Appenzell,30,30,28089,1/2/2024,details
2618,2945,4,2654,2.4,6.49613,2,2010,GOSU,45,45,66587,1/2/2024,details
1759,2460,6,2720,1.187,6.63618,3,2003,Coyote,30,20,8172,1/2/2024,details
638,1947,2,2911,4.5455,7.67974,2,1985,Pacific War: The Struggle Against Japan 1941-1945,6000,60,5622,1/2/2024,details
1362,3341,4,2963,1.7838,6.73055,2,2014,Escape: Zombie City,15,15,149809,1/2/2024,details
935,2448,4,2970,1.4667,7.03645,2,2022,Fjords,45,30,322564,1/2/2024,details
960,2311,6,3068,2.3548,7.12777,1,2017,Summit: The Board Game,180,40,201186,1/2/2024,details
1078,2022,10,3076,1.5738,6.83067,3,1992,Nobody Is Perfect,45,45,8829,1/2/2024,details
874,1729,4,3121,3.6098,7.09726,4,2022,Deal with the Devil,150,120,367379,1/2/2024,details
1884,5371,4,2645,1.3714,6.72503,1,2020,Dungeon Drop,20,10,262208,1/2/2024,details
1706,4354,1,2639,2.2281,6.75569,1,2017,Arkham Noir: Case #1 – The Witch Cult Murders,30,30,225729,1/2/2024,details
1324,2487,4,2696,1.6486,6.87363,1,2016,Songbirds,20,20,212765,1/2/2024,details
611,870,5,2704,3.8571,7.70447,3,2005,18MEX,210,210,18485,1/2/2024,details
5506,7441,6,2732,2.1818,6.36488,2,1983,Talisman,240,240,714,1/2/2024,details
651,3042,4,2717,2.625,7.86823,1,2022,Familiar Tales,120,45,350948,1/2/2024,details
710,1478,5,2844,3,7.43996,1,2016,Defenders of the Last Stand,120,120,169464,1/2/2024,details
578,1580,2,2850,2.8095,7.85747,2,2020,KeyForge: Mass Mutation,45,15,301607,1/2/2024,details
2353,5878,4,1306,2.0588,7.30674,2,2016,Dale of Merchants 2,30,30,191597,1/2/2024,details
3585,5289,4,1304,3.4133,7.09473,2,1985,BattleTech,0,0,1540,1/2/2024,details
1826,3287,2,1323,1.8409,7.53343,2,2019,SHŌBU,30,15,272380,1/2/2024,details
2761,3482,6,1358,2.8357,7.1421,1,1988,Merchant of Venus,180,180,230,1/2/2024,details
2712,3734,6,1359,3.3033,7.11829,3,1998,Liberté,90,90,2507,1/2/2024,details
2040,3701,4,1363,2.7045,7.36111,1,2021,Gutenberg,120,60,339958,1/2/2024,details
2879,6178,2,1370,1.9667,7.07801,2,2018,Imhotep: The Duel,30,30,255674,1/2/2024,details
2467,4741,4,1422,2.1282,7.13326,1,2018,Exit: The Game – The Mysterious Museum,90,45,244918,1/2/2024,details
1497,1890,4,2620,2.6424,6.80344,2,2001,Capitol,60,60,1155,1/2/2024,details
2153,2920,4,2657,1.5161,6.53766,2,2016,Animals on Board,30,15,191572,1/2/2024,details
726,2011,8,2733,1.7059,7.4884,1,2023,Trailblazers,30,30,352454,1/2/2024,details
1535,3377,4,2764,1.7838,6.72547,2,2015,Grifters,30,30,168054,1/2/2024,details
1025,3776,2,2800,2.3333,7.06378,2,2017,Star Wars: Destiny – Two-Player Game,30,30,234931,1/2/2024,details
1507,3428,4,2811,1.963,6.69527,2,2018,Lost Cities: Rivals,40,40,253398,1/2/2024,details
1426,2017,4,2827,2.5693,6.69973,3,1999,Giganten,90,90,59,1/2/2024,details
605,2155,2,2809,2.9429,7.73917,1,2023,Twilight Struggle: Red Sea – Conflict in the Horn of Africa,35,35,300192,1/2/2024,details
3509,6099,4,1415,1.7483,6.9491,2,1998,Mystery Rummy: Jack the Ripper,45,45,106,1/2/2024,details
1644,3226,5,1423,2.6154,7.59758,3,2014,La Cosa Nostra,90,90,151771,1/2/2024,details
3127,5775,5,1435,2.3214,6.99692,1,2017,Villages of Valeria,60,30,180040,1/2/2024,details
2870,3948,4,1456,2.3452,7.00552,2,2010,Asara,45,45,72991,1/2/2024,details
743,3073,4,2458,2.5455,7.75037,2,2022,Marvel Dice Throne: Scarlet Witch v. Thor v. Loki v. Spider-Man,40,20,360153,1/2/2024,details
1350,1650,4,2505,2.988,6.91758,2,2013,Nauticus,90,90,144415,1/2/2024,details
896,2452,6,2421,1.7391,7.48447,1,2021,Dungeon Fighter: Second Edition,60,45,357028,1/2/2024,details
1658,5522,9,2415,1.5588,6.90919,1,2021,Bristol 1350,40,20,308989,1/2/2024,details
1989,3497,3,2820,2.875,6.66431,2,2001,Axis & Allies: Pacific,240,240,1262,1/2/2024,details
1573,2788,2,2865,1.875,6.63104,2,2014,Pagoda,45,30,154003,1/2/2024,details
1566,1998,5,2884,1.9184,6.63439,2,2007,Patrician,50,50,30241,1/2/2024,details
1289,2171,8,2912,1.56,6.7425,1,2018,Sherlock: Last Call,60,40,250780,1/2/2024,details
596,2009,4,2917,3.6047,7.87923,1,2023,City of the Great Machine,90,60,263895,1/2/2024,details
1066,1435,5,2943,3.5054,6.89169,2,2013,The Capitals,120,120,119012,1/2/2024,details
690,1220,4,3011,3.1429,7.58641,2,2022,D.E.I.: Divide et Impera,90,60,286158,1/2/2024,details
697,1125,2,3018,1.5179,7.36368,2,2015,W1815,20,15,175360,1/2/2024,details
3230,6243,7,1364,2.3956,7.07746,2,2014,The Captain Is Dead,90,60,159503,1/2/2024,details
2299,6024,1,1388,1.3067,7.24412,1,2020,Food Chain Island,15,15,309110,1/2/2024,details
5212,7127,4,1439,2.9104,6.85169,2,2004,Doom: The Boardgame,180,180,10640,1/2/2024,details
4035,5854,6,1475,3.5094,6.86739,2,2006,Warrior Knights,240,120,22038,1/2/2024,details
1921,5003,5,1506,2.0227,7.35843,1,2021,Overboss: A Boss Monster Adventure,30,20,310192,1/2/2024,details
1871,4048,4,1541,3.2755,7.29443,1,2021,Stroganov,90,90,323156,1/2/2024,details
8525,10330,5,1545,1.6268,6.55727,2,2012,Eight-Minute Empire,20,8,131366,1/2/2024,details
1472,2374,6,1673,2.8421,7.36364,1,2018,Unlock!: Secret Adventures – The Adventurers of Oz,60,60,245354,1/2/2024,details
5504,9442,4,1294,1.3317,6.85542,2,2015,Dead Man's Draw: Captain Carcass,15,15,149155,1/2/2024,details
1986,7437,2,1324,2.0435,7.49117,2,2016,Smash Up: It's Your Fault!,60,45,177802,1/2/2024,details
1787,3340,4,1403,3.4505,7.50095,1,2019,Edge of Darkness,120,120,229491,1/2/2024,details
1484,2572,4,1431,3.0949,7.69476,1,2009,Conflict of Heroes: Storms of Steel! – Kursk 1943,120,120,38823,1/2/2024,details
677,2493,2,2629,2,7.72816,2,2021,Dice Throne: Season One ReRolled – Monk v. Paladin,40,20,322562,1/2/2024,details
3227,6118,10,2675,2.7318,6.48649,2,2007,Tannhäuser,120,60,25261,1/2/2024,details
614,1361,4,2688,1.8,7.88601,1,2022,Ascension: 10 Year Anniversary Edition,30,30,325810,1/2/2024,details
677,838,5,2722,2,7.56984,3,2016,Nokosu Dice,60,45,294693,1/2/2024,details
1942,3521,5,2756,1.4286,6.56286,3,2011,The Dwarf King,40,40,85250,1/2/2024,details
622,1657,5,2790,2.4286,7.754,1,2019,Legendary: A James Bond Deck Building Game,45,45,285157,1/2/2024,details
1541,1420,4,2828,2.6301,6.66736,2,2001,Industrial Waste,60,60,2476,1/2/2024,details
1261,1985,4,2851,3.4502,6.78673,2,2005,Byzantium,180,120,19348,1/2/2024,details
877,2681,4,2873,2.2222,7.10038,3,2019,Ghosts of Christmas,40,40,281619,1/2/2024,details
2637,3230,8,2891,1.2426,6.40628,3,2006,Gift Trap,60,60,23686,1/2/2024,details
2534,4179,4,2905,1.9005,6.39646,2,2003,Queen's Necklace,45,30,6068,1/2/2024,details
1183,2502,5,2930,3.1525,6.81577,2,2015,Steam Works,120,90,143176,1/2/2024,details
754,1821,2,2971,2.7979,7.37172,2,1976,Panzergruppe Guderian,300,180,3041,1/2/2024,details
1010,2514,2,3010,2.25,7.07388,2,2019,Terrors of London,40,20,225910,1/2/2024,details
3217,4941,6,3027,1.7418,6.3099,4,2002,Lifeboat,60,60,4174,1/2/2024,details
695,1968,5,3049,3.3103,7.28165,1,2018,TOKYO METRO,90,60,235344,1/2/2024,details
695,1953,2,3091,2.5227,7.47038,2,2012,Dungeon Command: Curse of Undeath,90,90,124969,1/2/2024,details
696,1789,5,3147,3,7.36107,1,2019,Yggdrasil Chronicles,90,90,284333,1/2/2024,details
535,1983,4,3141,2.25,7.88267,1,2022,Marvel Zombies: Heroes' Resistance,60,60,366023,1/2/2024,details
685,2014,4,3236,2.7143,7.40281,2,2012,Dungeon Command: Tyranny of Goblins,90,90,124968,1/2/2024,details
1528,2092,6,3246,2.9597,6.52977,3,2008,Senji,90,90,33107,1/2/2024,details
1806,2394,4,3266,2.6762,6.42901,3,2003,Industria,60,60,8124,1/2/2024,details
724,1141,5,3277,2.5926,7.11633,1,2021,Free Ride,90,50,341048,1/2/2024,details
1343,3241,2,3313,2.1556,6.61206,2,2015,Die Legenden von Andor: Chada & Thorn,45,45,177079,1/2/2024,details
2755,3821,4,1459,2.2712,7.07146,2,2015,Barony,45,45,167513,1/2/2024,details
2612,5807,5,1494,1.3458,7.21512,2,2017,Karak,45,45,241477,1/2/2024,details
1454,3838,100,1679,1.7959,7.47412,1,2021,Voyages,30,20,350736,1/2/2024,details
2459,4296,4,1697,2,7.08752,2,2018,Thanos Rising: Avengers Infinity War,90,60,248158,1/2/2024,details
6046,7951,5,1707,3.2215,6.69077,2,2004,Axis & Allies,240,240,10093,1/2/2024,details
2814,2893,6,1761,1.0813,6.82932,2,2003,Gulo Gulo,20,15,6351,1/2/2024,details
3152,5214,6,1788,1.8774,6.76001,2,2015,Treasure Hunter,40,40,182189,1/2/2024,details
1843,2088,4,1802,1.4567,7.08682,2,0,Carrom,60,60,5072,1/2/2024,details
1037,1816,8,3042,1.411,6.86396,4,2004,Linq,45,45,11945,1/2/2024,details
1772,1744,4,3052,2.4607,6.49349,2,2006,Gheos,60,45,23730,1/2/2024,details
1254,1872,4,3085,1.7407,6.69913,2,2017,Topiary,30,15,210900,1/2/2024,details
735,1485,4,3090,2.2083,7.22449,1,2022,Tiwanaku,60,30,267979,1/2/2024,details
534,1766,1,3117,3.4412,8.09657,1,2017,B-17 Flying Fortress Leader,120,30,188164,1/2/2024,details
870,2490,5,3136,2.6552,7.03939,2,2020,Godspeed,90,45,286160,1/2/2024,details
739,1488,4,3170,2.7368,7.1956,2,2017,Xi'an,60,30,234828,1/2/2024,details
999,1972,8,3208,1.3125,6.9345,2,2013,Ghost Blitz: 5 to 12,20,20,148532,1/2/2024,details
1174,1703,4,3330,1.115,6.6358,2,2005,Nacht der Magier,20,10,19996,1/2/2024,details
1586,2489,5,3323,2.0629,6.46829,2,1995,Streetcar,60,60,1597,1/2/2024,details
640,968,6,3383,3.7463,7.15081,3,2009,Baltimore & Ohio,120,120,43307,1/2/2024,details
527,1020,1,3389,1.1852,7.61454,1,2021,A Gentle Rain,15,15,334011,1/2/2024,details
492,723,4,3375,4.1852,8.60404,2,2023,Hybris: Disordered Cosmos,120,60,287871,1/2/2024,details
1347,1670,2,3441,1.469,6.5218,2,2008,Shanghaien,20,20,34320,1/2/2024,details
1170,2930,4,3426,2.525,6.8241,1,2018,Dark Souls: The Card Game,60,45,242667,1/2/2024,details
690,1111,4,3435,2.6364,7.14523,2,2022,Rise,60,60,369282,1/2/2024,details
1706,3343,6,1908,2.3462,7.14054,3,2017,Tournament at Camelot,45,45,216632,1/2/2024,details
2084,4475,10,1916,1.0976,6.92222,3,2010,Wits & Wagers Family,20,20,66588,1/2/2024,details
2023,7499,4,1912,2.8429,7.04031,1,2021,Tiny Epic Pirates,60,30,309430,1/2/2024,details
935,2057,7,1876,2.069,7.82777,3,2023,Zoo Vadis,40,20,368061,1/2/2024,details
1360,3010,5,1994,2.7385,7.26631,1,2013,Thunderstone Advance: Numenera,90,60,142961,1/2/2024,details
1695,3896,4,2020,1.8333,7.02449,2,2020,Picture Perfect,90,50,299963,1/2/2024,details
908,1956,1,1992,1.8333,7.82347,1,2020,Box One,240,180,323255,1/2/2024,details
715,2407,4,2093,3.5833,8.55536,1,2018,Shadows of Brimstone: Forbidden Fortress,120,120,212346,1/2/2024,details
1301,3782,5,2104,2.7353,7.38163,2,2016,Teenage Mutant Ninja Turtles: Shadows of the Past,90,60,180771,1/2/2024,details
1460,2725,5,2128,2.3226,7.08429,1,2017,Flatline,45,25,216597,1/2/2024,details
1228,2516,2,2150,3.2421,7.27162,1,2009,Dungeon Twister 2: Prison,60,60,42124,1/2/2024,details
1885,4214,6,2200,2.3333,6.89254,2,2015,Rum & Bones,60,60,168788,1/2/2024,details
1914,3224,6,2241,1.9596,6.82082,3,2009,Chronicle,30,30,54307,1/2/2024,details
1580,2242,5,2254,1.9246,6.9549,2,2003,The Ark of the Covenant,30,30,6779,1/2/2024,details
945,3213,5,2344,2.9091,7.72458,2,2018,The World of SMOG: Rise of Moloch,90,45,209324,1/2/2024,details
1693,2787,4,2347,2.2264,6.86338,1,2010,Conquest of Planet Earth: The Space Alien Game,90,30,71882,1/2/2024,details
911,1483,5,2920,1.5625,7.0246,2,2017,Voodoo Prince,20,20,234248,1/2/2024,details
692,1076,5,2975,3.5161,7.35344,2,2016,An Infamous Traffic,90,45,206490,1/2/2024,details
678,1416,4,3008,2.1111,7.36036,2,2019,Remember Our Trip,30,30,294230,1/2/2024,details
2350,3482,6,3029,3.5048,6.51671,2,1998,"Warhammer 40,000 (Third Edition)",120,30,2162,1/2/2024,details
758,3040,4,3043,1.6923,7.26183,2,2022,Ticket to Ride: San Francisco,15,10,362541,1/2/2024,details
1367,1699,6,3092,3.0692,6.63635,2,2002,WildLife,120,60,3236,1/2/2024,details
3763,10863,12,3093,1.1139,6.24171,1,2005,Rory's Story Cubes,20,20,20545,1/2/2024,details
726,728,5,3114,3.8533,7.14543,3,1999,18AL,180,180,2612,1/2/2024,details
1017,3511,2,3103,1.9412,6.86139,1,2021,Death Valley,15,15,322703,1/2/2024,details
1463,2158,5,3106,1.8,6.56766,3,2015,Plums,40,30,181761,1/2/2024,details
514,1969,2,3146,2.7,7.76587,1,2022,Paperback Adventures,150,50,338468,1/2/2024,details
540,2631,6,3228,2.9565,7.69357,2,2008,Dungeons & Dragons Starter Set,60,60,94902,1/2/2024,details
635,1439,2,3334,3.0565,7.38485,2,2005,Lock 'n Load: Band of Heroes,60,60,18460,1/2/2024,details
512,1542,2,3356,2.4,7.53889,2,2018,Yokohama Duel,45,45,264637,1/2/2024,details
2266,4772,4,3370,1.8333,6.31284,1,2019,Imperial Settlers: Roll & Write,30,30,270836,1/2/2024,details
463,1438,2,3407,3.1569,7.86422,2,2015,Wing Leader: Victories 1940-1942,180,60,160418,1/2/2024,details
938,2198,4,3031,1.8333,7.06031,2,2017,A Tale of Pirates,30,30,173096,1/2/2024,details
523,1133,4,3051,3.3939,7.86159,1,2021,Dark Ages: Holy Roman Empire,180,120,304985,1/2/2024,details
606,2159,6,3050,2.3333,7.64393,1,2022,Rallyman: DIRT,60,45,312959,1/2/2024,details
1038,3829,10,3115,2.9306,6.98591,2,2011,Dreadfleet,60,60,108722,1/2/2024,details
1834,2350,4,3113,2.466,6.46518,3,2003,New England,90,90,5406,1/2/2024,details
883,2121,6,3122,2.7869,7.05944,2,2010,Invasion from Outer Space: The Martian Game,120,60,42939,1/2/2024,details
1013,2429,6,3104,1.6585,6.93178,2,2014,Trekking the National Parks,60,30,154428,1/2/2024,details
1965,2990,6,3132,1.8774,6.46392,2,2006,Gambit Royale,30,30,24509,1/2/2024,details
1174,1669,6,3134,3.093,6.70964,2,1998,Medieval Merchant,90,60,296,1/2/2024,details
8320,13780,2,3151,2.0707,6.13129,2,1883,Othello,30,30,2389,1/2/2024,details
824,1245,6,3181,2.4198,7.0548,1,1985,Tales of the Arabian Nights,120,120,788,1/2/2024,details
915,1303,6,3204,2.1538,6.87639,2,2017,Unlock!: Escape Adventures – The Elite,60,60,224316,1/2/2024,details
1509,3032,5,3260,1.925,6.5336,1,2016,Multiuniversum,40,20,192638,1/2/2024,details
522,893,4,3219,3.2571,7.60601,1,2023,Rats of Wistar,90,90,387780,1/2/2024,details
623,1360,4,3339,2.2778,7.42715,1,2019,Cowboy Bebop: Space Serenade,90,30,283642,1/2/2024,details
975,927,5,3387,3.044,6.72921,2,1997,Fresh Fish,60,60,1017,1/2/2024,details
2423,3157,5,1490,3.4054,7.24844,2,1994,Vampire: The Eternal Struggle,120,120,2122,1/2/2024,details
4436,6540,4,1496,2.2846,6.81178,2,2011,Rune Age,60,20,94362,1/2/2024,details
1917,4523,4,1498,3.5909,7.53247,2,2009,Axis & Allies: Pacific 1940,360,360,55829,1/2/2024,details
2308,4139,4,1516,2.2143,7.11977,2,2020,Renature,60,45,300001,1/2/2024,details
6485,8805,2,1530,1.6494,6.63582,1,2010,Onirim,15,15,71836,1/2/2024,details
2821,5384,4,1569,3.0918,6.93401,2,2015,My Village,90,60,172381,1/2/2024,details
3805,5691,4,1625,1.8704,6.73962,2,1995,The Bottle Imp,30,30,619,1/2/2024,details
