value,name,bgg_id,date,type,classification
City Building,Comuni,37231,1/2/2024,classification,boardgamecategory
Medieval,Comuni,37231,1/2/2024,classification,boardgamecategory
Dice,Coimbra,245638,1/2/2024,classification,boardgamecategory
Renaissance,Coimbra,245638,1/2/2024,classification,boardgamecategory
Adventure,Livingstone,40444,1/2/2024,classification,boardgamecategory
Dice,Livingstone,40444,1/2/2024,classification,boardgamecategory
Exploration,Livingstone,40444,1/2/2024,classification,boardgamecategory
Abstract Strategy,Beowulf: The Movie Board Game,29308,1/2/2024,classification,boardgamecategory
Fantasy,Beowulf: The Movie Board Game,29308,1/2/2024,classification,boardgamecategory
Medieval,Beowulf: The Movie Board Game,29308,1/2/2024,classification,boardgamecategory
Movies / TV / Radio theme,Beowulf: The Movie Board Game,29308,1/2/2024,classification,boardgamecategory
Wargame,Breakout: Normandy,730,1/2/2024,classification,boardgamecategory
World War II,Breakout: Normandy,730,1/2/2024,classification,boardgamecategory
Adventure,Risk: The Lord of the Rings Trilogy Edition,8107,1/2/2024,classification,boardgamecategory
Fantasy,Risk: The Lord of the Rings Trilogy Edition,8107,1/2/2024,classification,boardgamecategory
Movies / TV / Radio theme,Risk: The Lord of the Rings Trilogy Edition,8107,1/2/2024,classification,boardgamecategory
Novel-based,Risk: The Lord of the Rings Trilogy Edition,8107,1/2/2024,classification,boardgamecategory
Territory Building,Risk: The Lord of the Rings Trilogy Edition,8107,1/2/2024,classification,boardgamecategory
Wargame,Risk: The Lord of the Rings Trilogy Edition,8107,1/2/2024,classification,boardgamecategory
Movies / TV / Radio theme,Risk: Game of Thrones,179719,1/2/2024,classification,boardgamecategory
Territory Building,Risk: Game of Thrones,179719,1/2/2024,classification,boardgamecategory
Wargame,Risk: Game of Thrones,179719,1/2/2024,classification,boardgamecategory
Animals,Dodos Riding Dinos,254683,1/2/2024,classification,boardgamecategory
Miniatures,Dodos Riding Dinos,254683,1/2/2024,classification,boardgamecategory
Action / Dexterity,Crash Octopus,319579,1/2/2024,classification,boardgamecategory
Animals,Crash Octopus,319579,1/2/2024,classification,boardgamecategory
Fantasy,Crash Octopus,319579,1/2/2024,classification,boardgamecategory
Age of Reason,A Few Acres of Snow,79828,1/2/2024,classification,boardgamecategory
American Indian Wars,A Few Acres of Snow,79828,1/2/2024,classification,boardgamecategory
Card Game,A Few Acres of Snow,79828,1/2/2024,classification,boardgamecategory
Territory Building,A Few Acres of Snow,79828,1/2/2024,classification,boardgamecategory
Wargame,A Few Acres of Snow,79828,1/2/2024,classification,boardgamecategory
Adventure,Shadows of Malice,154510,1/2/2024,classification,boardgamecategory
Fantasy,Shadows of Malice,154510,1/2/2024,classification,boardgamecategory
Animals,Odin's Ravens,4396,1/2/2024,classification,boardgamecategory
Card Game,Odin's Ravens,4396,1/2/2024,classification,boardgamecategory
Mythology,Odin's Ravens,4396,1/2/2024,classification,boardgamecategory
Card Game,Trains,121408,1/2/2024,classification,boardgamecategory
Territory Building,Trains,121408,1/2/2024,classification,boardgamecategory
Trains,Trains,121408,1/2/2024,classification,boardgamecategory
Transportation,Trains,121408,1/2/2024,classification,boardgamecategory
Bluffing,Discworld: Ankh-Morpork,91312,1/2/2024,classification,boardgamecategory
Card Game,Discworld: Ankh-Morpork,91312,1/2/2024,classification,boardgamecategory
City Building,Discworld: Ankh-Morpork,91312,1/2/2024,classification,boardgamecategory
Deduction,Discworld: Ankh-Morpork,91312,1/2/2024,classification,boardgamecategory
Fantasy,Discworld: Ankh-Morpork,91312,1/2/2024,classification,boardgamecategory
Novel-based,Discworld: Ankh-Morpork,91312,1/2/2024,classification,boardgamecategory
Ancient,Sylla,35761,1/2/2024,classification,boardgamecategory
Adventure,Lagoon: Land of Druids,152053,1/2/2024,classification,boardgamecategory
Exploration,Lagoon: Land of Druids,152053,1/2/2024,classification,boardgamecategory
Fantasy,Lagoon: Land of Druids,152053,1/2/2024,classification,boardgamecategory
Economic,Batavia,35248,1/2/2024,classification,boardgamecategory
Nautical,Batavia,35248,1/2/2024,classification,boardgamecategory
Renaissance,Batavia,35248,1/2/2024,classification,boardgamecategory
Abstract Strategy,Overboss: A Boss Monster Adventure,310192,1/2/2024,classification,boardgamecategory
Fantasy,Overboss: A Boss Monster Adventure,310192,1/2/2024,classification,boardgamecategory
Puzzle,Overboss: A Boss Monster Adventure,310192,1/2/2024,classification,boardgamecategory
Video Game Theme,Overboss: A Boss Monster Adventure,310192,1/2/2024,classification,boardgamecategory
Nautical,Cartagena,826,1/2/2024,classification,boardgamecategory
Pirates,Cartagena,826,1/2/2024,classification,boardgamecategory
Bluffing,Council of Verona,140863,1/2/2024,classification,boardgamecategory
Card Game,Council of Verona,140863,1/2/2024,classification,boardgamecategory
Deduction,Council of Verona,140863,1/2/2024,classification,boardgamecategory
Novel-based,Council of Verona,140863,1/2/2024,classification,boardgamecategory
Renaissance,Council of Verona,140863,1/2/2024,classification,boardgamecategory
Animals,Raccoon Tycoon,254386,1/2/2024,classification,boardgamecategory
Economic,Raccoon Tycoon,254386,1/2/2024,classification,boardgamecategory
Economic,Tinners' Trail,321277,1/2/2024,classification,boardgamecategory
Industry / Manufacturing,Tinners' Trail,321277,1/2/2024,classification,boardgamecategory
Card Game,Colony,192934,1/2/2024,classification,boardgamecategory
Dice,Colony,192934,1/2/2024,classification,boardgamecategory
Science Fiction,Colony,192934,1/2/2024,classification,boardgamecategory
Party Game,Taboo,1111,1/2/2024,classification,boardgamecategory
Real-time,Taboo,1111,1/2/2024,classification,boardgamecategory
Word Game,Taboo,1111,1/2/2024,classification,boardgamecategory
Civilization,Voidfall,337627,1/2/2024,classification,boardgamecategory
Economic,Voidfall,337627,1/2/2024,classification,boardgamecategory
Science Fiction,Voidfall,337627,1/2/2024,classification,boardgamecategory
Space Exploration,Voidfall,337627,1/2/2024,classification,boardgamecategory
Wargame,Storm over Arnhem,1423,1/2/2024,classification,boardgamecategory
World War II,Storm over Arnhem,1423,1/2/2024,classification,boardgamecategory
City Building,Keythedral,4099,1/2/2024,classification,boardgamecategory
Medieval,Keythedral,4099,1/2/2024,classification,boardgamecategory
Adventure,Altar Quest,273703,1/2/2024,classification,boardgamecategory
Card Game,Altar Quest,273703,1/2/2024,classification,boardgamecategory
Dice,Altar Quest,273703,1/2/2024,classification,boardgamecategory
Exploration,Altar Quest,273703,1/2/2024,classification,boardgamecategory
Fantasy,Altar Quest,273703,1/2/2024,classification,boardgamecategory
Fighting,Altar Quest,273703,1/2/2024,classification,boardgamecategory
Miniatures,Altar Quest,273703,1/2/2024,classification,boardgamecategory
Bluffing,La Cosa Nostra,151771,1/2/2024,classification,boardgamecategory
Card Game,La Cosa Nostra,151771,1/2/2024,classification,boardgamecategory
Mafia,La Cosa Nostra,151771,1/2/2024,classification,boardgamecategory
Negotiation,La Cosa Nostra,151771,1/2/2024,classification,boardgamecategory
Bluffing,Tiny Epic Kingdoms,148951,1/2/2024,classification,boardgamecategory
Civilization,Tiny Epic Kingdoms,148951,1/2/2024,classification,boardgamecategory
Fantasy,Tiny Epic Kingdoms,148951,1/2/2024,classification,boardgamecategory
Fighting,Tiny Epic Kingdoms,148951,1/2/2024,classification,boardgamecategory
Medieval,Tiny Epic Kingdoms,148951,1/2/2024,classification,boardgamecategory
Print & Play,Tiny Epic Kingdoms,148951,1/2/2024,classification,boardgamecategory
Card Game,Roam,267319,1/2/2024,classification,boardgamecategory
Fantasy,Roam,267319,1/2/2024,classification,boardgamecategory
Adventure,Descent: Legends of the Dark,322708,1/2/2024,classification,boardgamecategory
Fantasy,Descent: Legends of the Dark,322708,1/2/2024,classification,boardgamecategory
Fighting,Descent: Legends of the Dark,322708,1/2/2024,classification,boardgamecategory
Miniatures,Descent: Legends of the Dark,322708,1/2/2024,classification,boardgamecategory
Animals,CuBirds,245476,1/2/2024,classification,boardgamecategory
Card Game,CuBirds,245476,1/2/2024,classification,boardgamecategory
Card Game,Unusual Suspects,178570,1/2/2024,classification,boardgamecategory
Deduction,Unusual Suspects,178570,1/2/2024,classification,boardgamecategory
Murder/Mystery,Unusual Suspects,178570,1/2/2024,classification,boardgamecategory
Party Game,Unusual Suspects,178570,1/2/2024,classification,boardgamecategory
Bluffing,Ohne Furcht und Adel Sonderausgabe,130060,1/2/2024,classification,boardgamecategory
Card Game,Ohne Furcht und Adel Sonderausgabe,130060,1/2/2024,classification,boardgamecategory
City Building,Ohne Furcht und Adel Sonderausgabe,130060,1/2/2024,classification,boardgamecategory
Fantasy,Ohne Furcht und Adel Sonderausgabe,130060,1/2/2024,classification,boardgamecategory
Medieval,Ohne Furcht und Adel Sonderausgabe,130060,1/2/2024,classification,boardgamecategory
Civilization,SeaFall,148261,1/2/2024,classification,boardgamecategory
Exploration,SeaFall,148261,1/2/2024,classification,boardgamecategory
Nautical,SeaFall,148261,1/2/2024,classification,boardgamecategory
Adventure,Quetzal,300700,1/2/2024,classification,boardgamecategory
Exploration,Quetzal,300700,1/2/2024,classification,boardgamecategory
Ancient,Valley of the Kings: Last Rites,197065,1/2/2024,classification,boardgamecategory
Card Game,Valley of the Kings: Last Rites,197065,1/2/2024,classification,boardgamecategory
Mythology,Valley of the Kings: Last Rites,197065,1/2/2024,classification,boardgamecategory
Religious,Valley of the Kings: Last Rites,197065,1/2/2024,classification,boardgamecategory
Civilization,The Manhattan Project: Energy Empire,176734,1/2/2024,classification,boardgamecategory
Dice,The Manhattan Project: Energy Empire,176734,1/2/2024,classification,boardgamecategory
Economic,The Manhattan Project: Energy Empire,176734,1/2/2024,classification,boardgamecategory
Environmental,The Manhattan Project: Energy Empire,176734,1/2/2024,classification,boardgamecategory
Industry / Manufacturing,The Manhattan Project: Energy Empire,176734,1/2/2024,classification,boardgamecategory
Card Game,Jump Drive,205597,1/2/2024,classification,boardgamecategory
Science Fiction,Jump Drive,205597,1/2/2024,classification,boardgamecategory
Space Exploration,Jump Drive,205597,1/2/2024,classification,boardgamecategory
Print & Play,Bomb Squad,142267,1/2/2024,classification,boardgamecategory
Real-time,Bomb Squad,142267,1/2/2024,classification,boardgamecategory
Economic,Weimar: The Fight for Democracy,265537,1/2/2024,classification,boardgamecategory
Political,Weimar: The Fight for Democracy,265537,1/2/2024,classification,boardgamecategory
Wargame,Weimar: The Fight for Democracy,265537,1/2/2024,classification,boardgamecategory
Trains,TransAmerica,2842,1/2/2024,classification,boardgamecategory
Adventure,Magic Realm,22,1/2/2024,classification,boardgamecategory
Exploration,Magic Realm,22,1/2/2024,classification,boardgamecategory
Fantasy,Magic Realm,22,1/2/2024,classification,boardgamecategory
Fighting,Magic Realm,22,1/2/2024,classification,boardgamecategory
Card Game,The Castles of Burgundy: The Card Game,191977,1/2/2024,classification,boardgamecategory
Fighting,"Warhammer 40,000 (Fifth Edition)",37165,1/2/2024,classification,boardgamecategory
Miniatures,"Warhammer 40,000 (Fifth Edition)",37165,1/2/2024,classification,boardgamecategory
Science Fiction,"Warhammer 40,000 (Fifth Edition)",37165,1/2/2024,classification,boardgamecategory
Industry / Manufacturing,Shogun no Katana,319807,1/2/2024,classification,boardgamecategory
Medieval,Shogun no Katana,319807,1/2/2024,classification,boardgamecategory
Card Game,Smash Up: Munchkin,162559,1/2/2024,classification,boardgamecategory
Fantasy,Smash Up: Munchkin,162559,1/2/2024,classification,boardgamecategory
Humor,Smash Up: Munchkin,162559,1/2/2024,classification,boardgamecategory
Fantasy,Castles of Caladale,213370,1/2/2024,classification,boardgamecategory
Medieval,Castles of Caladale,213370,1/2/2024,classification,boardgamecategory
Puzzle,Castles of Caladale,213370,1/2/2024,classification,boardgamecategory
Real-time,Castles of Caladale,213370,1/2/2024,classification,boardgamecategory
City Building,1906 San Francisco,257668,1/2/2024,classification,boardgamecategory
Action / Dexterity,A la carte,217,1/2/2024,classification,boardgamecategory
Adventure,Shadows of Brimstone: City of the Ancients,146791,1/2/2024,classification,boardgamecategory
American West,Shadows of Brimstone: City of the Ancients,146791,1/2/2024,classification,boardgamecategory
Exploration,Shadows of Brimstone: City of the Ancients,146791,1/2/2024,classification,boardgamecategory
Fantasy,Shadows of Brimstone: City of the Ancients,146791,1/2/2024,classification,boardgamecategory
Fighting,Shadows of Brimstone: City of the Ancients,146791,1/2/2024,classification,boardgamecategory
Horror,Shadows of Brimstone: City of the Ancients,146791,1/2/2024,classification,boardgamecategory
Miniatures,Shadows of Brimstone: City of the Ancients,146791,1/2/2024,classification,boardgamecategory
Bluffing,World Championship Russian Roulette,179245,1/2/2024,classification,boardgamecategory
Card Game,World Championship Russian Roulette,179245,1/2/2024,classification,boardgamecategory
Humor,World Championship Russian Roulette,179245,1/2/2024,classification,boardgamecategory
Adventure,Betrayal at Mystery Mansion,302809,1/2/2024,classification,boardgamecategory
Exploration,Betrayal at Mystery Mansion,302809,1/2/2024,classification,boardgamecategory
Miniatures,Betrayal at Mystery Mansion,302809,1/2/2024,classification,boardgamecategory
Bluffing,Machiavelli,286,1/2/2024,classification,boardgamecategory
Negotiation,Machiavelli,286,1/2/2024,classification,boardgamecategory
Political,Machiavelli,286,1/2/2024,classification,boardgamecategory
Renaissance,Machiavelli,286,1/2/2024,classification,boardgamecategory
Wargame,Machiavelli,286,1/2/2024,classification,boardgamecategory
Bluffing,Fast Forward: FEAR,231664,1/2/2024,classification,boardgamecategory
Card Game,Fast Forward: FEAR,231664,1/2/2024,classification,boardgamecategory
Math,Fast Forward: FEAR,231664,1/2/2024,classification,boardgamecategory
Number,Fast Forward: FEAR,231664,1/2/2024,classification,boardgamecategory
Deduction,Exit: The Game – The Polar Station,215842,1/2/2024,classification,boardgamecategory
Puzzle,Exit: The Game – The Polar Station,215842,1/2/2024,classification,boardgamecategory
Real-time,Exit: The Game – The Polar Station,215842,1/2/2024,classification,boardgamecategory
Abstract Strategy,Mapmaker: The Gerrymandering Game,252997,1/2/2024,classification,boardgamecategory
Political,Mapmaker: The Gerrymandering Game,252997,1/2/2024,classification,boardgamecategory
Adventure,Gloomhaven: Jaws of the Lion,291457,1/2/2024,classification,boardgamecategory
Exploration,Gloomhaven: Jaws of the Lion,291457,1/2/2024,classification,boardgamecategory
Fantasy,Gloomhaven: Jaws of the Lion,291457,1/2/2024,classification,boardgamecategory
Fighting,Gloomhaven: Jaws of the Lion,291457,1/2/2024,classification,boardgamecategory
Miniatures,Gloomhaven: Jaws of the Lion,291457,1/2/2024,classification,boardgamecategory
Fantasy,Blitz Bowl: Season 2,320698,1/2/2024,classification,boardgamecategory
Fighting,Blitz Bowl: Season 2,320698,1/2/2024,classification,boardgamecategory
Miniatures,Blitz Bowl: Season 2,320698,1/2/2024,classification,boardgamecategory
Sports,Blitz Bowl: Season 2,320698,1/2/2024,classification,boardgamecategory
Adventure,"So, You've Been Eaten",284842,1/2/2024,classification,boardgamecategory
Card Game,"So, You've Been Eaten",284842,1/2/2024,classification,boardgamecategory
Dice,"So, You've Been Eaten",284842,1/2/2024,classification,boardgamecategory
Science Fiction,"So, You've Been Eaten",284842,1/2/2024,classification,boardgamecategory
Fighting,Adrenaline,202408,1/2/2024,classification,boardgamecategory
Miniatures,Adrenaline,202408,1/2/2024,classification,boardgamecategory
Science Fiction,Adrenaline,202408,1/2/2024,classification,boardgamecategory
Video Game Theme,Adrenaline,202408,1/2/2024,classification,boardgamecategory
Bluffing,Room 25,127024,1/2/2024,classification,boardgamecategory
Deduction,Room 25,127024,1/2/2024,classification,boardgamecategory
Exploration,Room 25,127024,1/2/2024,classification,boardgamecategory
Horror,Room 25,127024,1/2/2024,classification,boardgamecategory
Maze,Room 25,127024,1/2/2024,classification,boardgamecategory
Negotiation,Room 25,127024,1/2/2024,classification,boardgamecategory
Science Fiction,Room 25,127024,1/2/2024,classification,boardgamecategory
Card Game,Star Wars: Destiny – Two-Player Game,234931,1/2/2024,classification,boardgamecategory
Dice,Star Wars: Destiny – Two-Player Game,234931,1/2/2024,classification,boardgamecategory
Expansion for Base-game,Star Wars: Destiny – Two-Player Game,234931,1/2/2024,classification,boardgamecategory
Movies / TV / Radio theme,Star Wars: Destiny – Two-Player Game,234931,1/2/2024,classification,boardgamecategory
Medieval,IKI,177478,1/2/2024,classification,boardgamecategory
Card Game,Cribbage,2398,1/2/2024,classification,boardgamecategory
Card Game,The Red Dragon Inn 2,33451,1/2/2024,classification,boardgamecategory
Fantasy,The Red Dragon Inn 2,33451,1/2/2024,classification,boardgamecategory
Humor,The Red Dragon Inn 2,33451,1/2/2024,classification,boardgamecategory
Medieval,The Red Dragon Inn 2,33451,1/2/2024,classification,boardgamecategory
Party Game,The Red Dragon Inn 2,33451,1/2/2024,classification,boardgamecategory
Dice,StreetSoccer,3421,1/2/2024,classification,boardgamecategory
Sports,StreetSoccer,3421,1/2/2024,classification,boardgamecategory
Card Game,Valhalla,237211,1/2/2024,classification,boardgamecategory
Dice,Valhalla,237211,1/2/2024,classification,boardgamecategory
Fighting,Valhalla,237211,1/2/2024,classification,boardgamecategory
Medieval,Valhalla,237211,1/2/2024,classification,boardgamecategory
Mythology,Valhalla,237211,1/2/2024,classification,boardgamecategory
Ancient,Mythic Battles: Pantheon,186751,1/2/2024,classification,boardgamecategory
Card Game,Mythic Battles: Pantheon,186751,1/2/2024,classification,boardgamecategory
Miniatures,Mythic Battles: Pantheon,186751,1/2/2024,classification,boardgamecategory
Mythology,Mythic Battles: Pantheon,186751,1/2/2024,classification,boardgamecategory
Wargame,Mythic Battles: Pantheon,186751,1/2/2024,classification,boardgamecategory
Ancient,Legacy of Yu,354934,1/2/2024,classification,boardgamecategory
City Building,Legacy of Yu,354934,1/2/2024,classification,boardgamecategory
Party Game,Articulate!,6541,1/2/2024,classification,boardgamecategory
Word Game,Articulate!,6541,1/2/2024,classification,boardgamecategory
Comic Book / Strip,Heroscape Marvel: The Conflict Begins,24703,1/2/2024,classification,boardgamecategory
Fighting,Heroscape Marvel: The Conflict Begins,24703,1/2/2024,classification,boardgamecategory
Miniatures,Heroscape Marvel: The Conflict Begins,24703,1/2/2024,classification,boardgamecategory
Horror,Gate,305752,1/2/2024,classification,boardgamecategory
Medieval,Gate,305752,1/2/2024,classification,boardgamecategory
Dice,Würfel Bohnanza,111148,1/2/2024,classification,boardgamecategory
Farming,Würfel Bohnanza,111148,1/2/2024,classification,boardgamecategory
Wargame,Paths of Glory,91,1/2/2024,classification,boardgamecategory
World War I,Paths of Glory,91,1/2/2024,classification,boardgamecategory
Card Game,The Crew: Mission Deep Sea,324856,1/2/2024,classification,boardgamecategory
Nautical,The Crew: Mission Deep Sea,324856,1/2/2024,classification,boardgamecategory
Science Fiction,The Crew: Mission Deep Sea,324856,1/2/2024,classification,boardgamecategory
Miniatures,Rivet Wars: Eastern Front,136000,1/2/2024,classification,boardgamecategory
Wargame,Rivet Wars: Eastern Front,136000,1/2/2024,classification,boardgamecategory
Bluffing,Fugitive,197443,1/2/2024,classification,boardgamecategory
Card Game,Fugitive,197443,1/2/2024,classification,boardgamecategory
Deduction,Fugitive,197443,1/2/2024,classification,boardgamecategory
Number,Fugitive,197443,1/2/2024,classification,boardgamecategory
Spies/Secret Agents,Fugitive,197443,1/2/2024,classification,boardgamecategory
Children's Game,Rory's Story Cubes,20545,1/2/2024,classification,boardgamecategory
Dice,Rory's Story Cubes,20545,1/2/2024,classification,boardgamecategory
Animals,Zany Penguins,190639,1/2/2024,classification,boardgamecategory
Card Game,Zany Penguins,190639,1/2/2024,classification,boardgamecategory
Card Game,Masters of Renaissance: Lorenzo il Magnifico – The Card Game,280453,1/2/2024,classification,boardgamecategory
Economic,Masters of Renaissance: Lorenzo il Magnifico – The Card Game,280453,1/2/2024,classification,boardgamecategory
Renaissance,Masters of Renaissance: Lorenzo il Magnifico – The Card Game,280453,1/2/2024,classification,boardgamecategory
Nautical,AquaSphere,159508,1/2/2024,classification,boardgamecategory
Science Fiction,AquaSphere,159508,1/2/2024,classification,boardgamecategory
Ancient,Conquest of the Empire,17710,1/2/2024,classification,boardgamecategory
Fighting,Conquest of the Empire,17710,1/2/2024,classification,boardgamecategory
Political,Conquest of the Empire,17710,1/2/2024,classification,boardgamecategory
Territory Building,Conquest of the Empire,17710,1/2/2024,classification,boardgamecategory
Wargame,Conquest of the Empire,17710,1/2/2024,classification,boardgamecategory
Card Game,Caylus Magna Carta,27364,1/2/2024,classification,boardgamecategory
City Building,Caylus Magna Carta,27364,1/2/2024,classification,boardgamecategory
Economic,Caylus Magna Carta,27364,1/2/2024,classification,boardgamecategory
Medieval,Caylus Magna Carta,27364,1/2/2024,classification,boardgamecategory
Religious,Caylus Magna Carta,27364,1/2/2024,classification,boardgamecategory
Animals,Hallertau,300322,1/2/2024,classification,boardgamecategory
Economic,Hallertau,300322,1/2/2024,classification,boardgamecategory
Farming,Hallertau,300322,1/2/2024,classification,boardgamecategory
Industry / Manufacturing,Hallertau,300322,1/2/2024,classification,boardgamecategory
Post-Napoleonic,Hallertau,300322,1/2/2024,classification,boardgamecategory
Card Game,Smash Up: Monster Smash,160018,1/2/2024,classification,boardgamecategory
Fantasy,Smash Up: Monster Smash,160018,1/2/2024,classification,boardgamecategory
Humor,Smash Up: Monster Smash,160018,1/2/2024,classification,boardgamecategory
Mythology,Smash Up: Monster Smash,160018,1/2/2024,classification,boardgamecategory
Science Fiction,Smash Up: Monster Smash,160018,1/2/2024,classification,boardgamecategory
Zombies,Smash Up: Monster Smash,160018,1/2/2024,classification,boardgamecategory
Territory Building,Wasabi!,33154,1/2/2024,classification,boardgamecategory
Abstract Strategy,Medina,1261,1/2/2024,classification,boardgamecategory
Arabian,Medina,1261,1/2/2024,classification,boardgamecategory
City Building,Medina,1261,1/2/2024,classification,boardgamecategory
Post-Napoleonic,Medina,1261,1/2/2024,classification,boardgamecategory
Animals,Agricola (Revised Edition),200680,1/2/2024,classification,boardgamecategory
Economic,Agricola (Revised Edition),200680,1/2/2024,classification,boardgamecategory
Farming,Agricola (Revised Edition),200680,1/2/2024,classification,boardgamecategory
Dice,The Reckoners,208024,1/2/2024,classification,boardgamecategory
Novel-based,The Reckoners,208024,1/2/2024,classification,boardgamecategory
Science Fiction,The Reckoners,208024,1/2/2024,classification,boardgamecategory
Wargame,Advanced Squad Leader: Starter Kit #1,9823,1/2/2024,classification,boardgamecategory
World War II,Advanced Squad Leader: Starter Kit #1,9823,1/2/2024,classification,boardgamecategory
Science Fiction,Seeders from Sereis: Exodus,217099,1/2/2024,classification,boardgamecategory
Space Exploration,Seeders from Sereis: Exodus,217099,1/2/2024,classification,boardgamecategory
Bluffing,Dead Last,184522,1/2/2024,classification,boardgamecategory
Card Game,Dead Last,184522,1/2/2024,classification,boardgamecategory
Mafia,Dead Last,184522,1/2/2024,classification,boardgamecategory
Negotiation,Dead Last,184522,1/2/2024,classification,boardgamecategory
Party Game,Dead Last,184522,1/2/2024,classification,boardgamecategory
Adventure,Prophecy,8095,1/2/2024,classification,boardgamecategory
Fantasy,Prophecy,8095,1/2/2024,classification,boardgamecategory
Fighting,Prophecy,8095,1/2/2024,classification,boardgamecategory
Party Game,So Clover!,329839,1/2/2024,classification,boardgamecategory
Word Game,So Clover!,329839,1/2/2024,classification,boardgamecategory
Science Fiction,Asking for Trobils,156442,1/2/2024,classification,boardgamecategory
Abstract Strategy,Rummikub,811,1/2/2024,classification,boardgamecategory
Card Game,Rummikub,811,1/2/2024,classification,boardgamecategory
Children's Game,Rummikub,811,1/2/2024,classification,boardgamecategory
Number,Rummikub,811,1/2/2024,classification,boardgamecategory
Exploration,Goldland,3139,1/2/2024,classification,boardgamecategory
Card Game,The Red Dragon Inn,24310,1/2/2024,classification,boardgamecategory
Fantasy,The Red Dragon Inn,24310,1/2/2024,classification,boardgamecategory
Humor,The Red Dragon Inn,24310,1/2/2024,classification,boardgamecategory
Medieval,The Red Dragon Inn,24310,1/2/2024,classification,boardgamecategory
Party Game,The Red Dragon Inn,24310,1/2/2024,classification,boardgamecategory
Civil War,España 1936,31291,1/2/2024,classification,boardgamecategory
Wargame,España 1936,31291,1/2/2024,classification,boardgamecategory
Economic,Axis & Allies: 1942,41863,1/2/2024,classification,boardgamecategory
Wargame,Axis & Allies: 1942,41863,1/2/2024,classification,boardgamecategory
World War II,Axis & Allies: 1942,41863,1/2/2024,classification,boardgamecategory
Dice,Back to the Future: Dice Through Time,292564,1/2/2024,classification,boardgamecategory
Movies / TV / Radio theme,Back to the Future: Dice Through Time,292564,1/2/2024,classification,boardgamecategory
Napoleonic,Field Commander: Napoleon,42673,1/2/2024,classification,boardgamecategory
Wargame,Field Commander: Napoleon,42673,1/2/2024,classification,boardgamecategory
Ancient,PAX,101020,1/2/2024,classification,boardgamecategory
Card Game,PAX,101020,1/2/2024,classification,boardgamecategory
Adventure,Robinson Crusoe: Adventures on the Cursed Island,121921,1/2/2024,classification,boardgamecategory
Exploration,Robinson Crusoe: Adventures on the Cursed Island,121921,1/2/2024,classification,boardgamecategory
Fighting,Robinson Crusoe: Adventures on the Cursed Island,121921,1/2/2024,classification,boardgamecategory
Novel-based,Robinson Crusoe: Adventures on the Cursed Island,121921,1/2/2024,classification,boardgamecategory
Territory Building,Robinson Crusoe: Adventures on the Cursed Island,121921,1/2/2024,classification,boardgamecategory
Adventure,Betrayal Legacy,240196,1/2/2024,classification,boardgamecategory
Exploration,Betrayal Legacy,240196,1/2/2024,classification,boardgamecategory
Horror,Betrayal Legacy,240196,1/2/2024,classification,boardgamecategory
Miniatures,Betrayal Legacy,240196,1/2/2024,classification,boardgamecategory
City Building,Keyflower,122515,1/2/2024,classification,boardgamecategory
Economic,Keyflower,122515,1/2/2024,classification,boardgamecategory
Renaissance,Keyflower,122515,1/2/2024,classification,boardgamecategory
Territory Building,Keyflower,122515,1/2/2024,classification,boardgamecategory
Transportation,Keyflower,122515,1/2/2024,classification,boardgamecategory
Abstract Strategy,Tash-Kalar: Arena of Legends,146278,1/2/2024,classification,boardgamecategory
Card Game,Tash-Kalar: Arena of Legends,146278,1/2/2024,classification,boardgamecategory
Fantasy,Tash-Kalar: Arena of Legends,146278,1/2/2024,classification,boardgamecategory
Fighting,Tash-Kalar: Arena of Legends,146278,1/2/2024,classification,boardgamecategory
Ancient,Senators,234337,1/2/2024,classification,boardgamecategory
Card Game,Senators,234337,1/2/2024,classification,boardgamecategory
Medieval,Sabika,360265,1/2/2024,classification,boardgamecategory
Adventure,Fireteam Zero,149776,1/2/2024,classification,boardgamecategory
Fantasy,Fireteam Zero,149776,1/2/2024,classification,boardgamecategory
Fighting,Fireteam Zero,149776,1/2/2024,classification,boardgamecategory
Horror,Fireteam Zero,149776,1/2/2024,classification,boardgamecategory
Miniatures,Fireteam Zero,149776,1/2/2024,classification,boardgamecategory
World War II,Fireteam Zero,149776,1/2/2024,classification,boardgamecategory
Card Game,Point Salad,274960,1/2/2024,classification,boardgamecategory
Arabian,Targi,118048,1/2/2024,classification,boardgamecategory
Card Game,Targi,118048,1/2/2024,classification,boardgamecategory
Economic,Shark,433,1/2/2024,classification,boardgamecategory
Card Game,Doppelkopf,9364,1/2/2024,classification,boardgamecategory
Adventure,Mysthea,242653,1/2/2024,classification,boardgamecategory
Exploration,Mysthea,242653,1/2/2024,classification,boardgamecategory
Fantasy,Mysthea,242653,1/2/2024,classification,boardgamecategory
Miniatures,Mysthea,242653,1/2/2024,classification,boardgamecategory
Adventure,Claustrophobia 1643,257518,1/2/2024,classification,boardgamecategory
Exploration,Claustrophobia 1643,257518,1/2/2024,classification,boardgamecategory
Fantasy,Claustrophobia 1643,257518,1/2/2024,classification,boardgamecategory
Fighting,Claustrophobia 1643,257518,1/2/2024,classification,boardgamecategory
Horror,Claustrophobia 1643,257518,1/2/2024,classification,boardgamecategory
Medieval,Claustrophobia 1643,257518,1/2/2024,classification,boardgamecategory
Miniatures,Claustrophobia 1643,257518,1/2/2024,classification,boardgamecategory
