bgg_id,position,recom_bgg_id,x,y,is_top3
1,1,233078,0.26225892419016583,-0.6895521384345554,True
1,2,291572,0.0,0.28921149138149804,True
1,3,332686,0.41505561790012485,0.6099104270190804,True
1,4,1513,-0.41505561790012485,0.6099104270190804,False
1,5,242722,-0.7154606862418066,0.17993860447234403,False
1,6,254127,0.0,-0.23530635699883368,False
1,7,193728,-0.6542074954905439,-0.34099039250548024,False
1,8,254,0.7154606862418066,0.17993860447234403,False
1,9,211716,-0.26225892419016583,-0.6895521384345554,False
1,10,199904,0.6542074954905439,-0.34099039250548024,False
10,1,21348,0.41505561790012485,0.6099104270190804,True
10,2,331106,-0.6542074954905439,-0.34099039250548024,True
10,3,34119,-0.41505561790012485,0.6099104270190804,True
10,4,318560,-0.26225892419016583,-0.6895521384345554,False
10,5,118000,0.0,-0.23530635699883368,False
10,6,38872,0.7154606862418066,0.17993860447234403,False
10,7,307044,0.6542074954905439,-0.34099039250548024,False
10,8,180325,0.0,0.28921149138149804,False
10,9,229,-0.7154606862418066,0.17993860447234403,False
10,10,306173,0.26225892419016583,-0.6895521384345554,False
1002,1,324856,0.41505561790012485,0.6099104270190804,True
1002,2,216632,0.0,0.28921149138149804,True
1002,3,292974,-0.7154606862418066,0.17993860447234403,True
1002,4,377470,0.26225892419016583,-0.6895521384345554,False
1002,5,294693,-0.26225892419016583,-0.6895521384345554,False
1002,6,155,0.0,-0.23530635699883368,False
1002,7,6688,-0.41505561790012485,0.6099104270190804,False
1002,8,45134,-0.6542074954905439,-0.34099039250548024,False
1002,9,6817,0.6542074954905439,-0.34099039250548024,False
1002,10,686,0.7154606862418066,0.17993860447234403,False
100423,1,253344,0.0,0.28921149138149804,True
100423,2,269385,-0.26225892419016583,-0.6895521384345554,True
100423,3,91872,0.41505561790012485,0.6099104270190804,True
100423,4,59946,-0.6542074954905439,-0.34099039250548024,False
100423,5,181524,0.7154606862418066,0.17993860447234403,False
100423,6,240271,0.6542074954905439,-0.34099039250548024,False
100423,7,280748,0.0,-0.23530635699883368,False
100423,8,271754,-0.7154606862418066,0.17993860447234403,False
100423,9,340237,0.26225892419016583,-0.6895521384345554,False
100423,10,281258,-0.41505561790012485,0.6099104270190804,False
100679,1,155362,0.0,0.28921149138149804,True
100679,2,102548,0.26225892419016583,-0.6895521384345554,True
100679,3,19237,0.0,-0.23530635699883368,True
100679,4,33451,-0.26225892419016583,-0.6895521384345554,False
100679,5,24310,-0.6542074954905439,-0.34099039250548024,False
100679,6,80771,-0.41505561790012485,0.6099104270190804,False
100679,7,173634,0.7154606862418066,0.17993860447234403,False
100679,8,4174,0.6542074954905439,-0.34099039250548024,False
100679,9,244258,-0.7154606862418066,0.17993860447234403,False
100679,10,325414,0.41505561790012485,0.6099104270190804,False
10081,1,10630,0.41505561790012485,0.6099104270190804,True
10081,2,1423,0.6542074954905439,-0.34099039250548024,True
10081,3,1262,0.0,-0.23530635699883368,True
10081,4,28829,-0.6542074954905439,-0.34099039250548024,False
10081,5,520,0.26225892419016583,-0.6895521384345554,False
10081,6,24920,0.7154606862418066,0.17993860447234403,False
10081,7,22457,0.0,0.28921149138149804,False
10081,8,20079,-0.26225892419016583,-0.6895521384345554,False
10081,9,29259,-0.7154606862418066,0.17993860447234403,False
10081,10,123185,-0.41505561790012485,0.6099104270190804,False
100901,1,172081,0.0,0.28921149138149804,True
100901,2,322708,0.0,-0.23530635699883368,True
100901,3,136063,-0.6542074954905439,-0.34099039250548024,True
100901,4,160610,-0.7154606862418066,0.17993860447234403,False
100901,5,240271,0.7154606862418066,0.17993860447234403,False
100901,6,245271,-0.26225892419016583,-0.6895521384345554,False
100901,7,281258,0.41505561790012485,0.6099104270190804,False
100901,8,282922,-0.41505561790012485,0.6099104270190804,False
100901,9,356754,0.6542074954905439,-0.34099039250548024,False
100901,10,332075,0.26225892419016583,-0.6895521384345554,False
10093,1,130960,-0.26225892419016583,-0.6895521384345554,True
10093,2,22825,0.41505561790012485,0.6099104270190804,True
10093,3,35052,0.7154606862418066,0.17993860447234403,True
10093,4,61692,-0.41505561790012485,0.6099104270190804,False
10093,5,55829,0.26225892419016583,-0.6895521384345554,False
10093,6,98,0.6542074954905439,-0.34099039250548024,False
10093,7,41863,-0.6542074954905439,-0.34099039250548024,False
10093,8,229713,-0.7154606862418066,0.17993860447234403,False
10093,9,367517,0.0,-0.23530635699883368,False
10093,10,125977,0.0,0.28921149138149804,False
101,1,199478,-0.6542074954905439,-0.34099039250548024,True
101,2,215311,-0.26225892419016583,-0.6895521384345554,True
101,3,130176,-0.7154606862418066,0.17993860447234403,True
101,4,494,0.41505561790012485,0.6099104270190804,False
101,5,442,0.26225892419016583,-0.6895521384345554,False
101,6,631,0.7154606862418066,0.17993860447234403,False
101,7,932,0.0,-0.23530635699883368,False
101,8,635,-0.41505561790012485,0.6099104270190804,False
101,9,464,0.0,0.28921149138149804,False
101,10,147707,0.6542074954905439,-0.34099039250548024,False
101020,1,54998,0.26225892419016583,-0.6895521384345554,True
101020,2,150999,0.0,-0.23530635699883368,True
101020,3,18100,0.0,0.28921149138149804,True
101020,4,172385,-0.7154606862418066,0.17993860447234403,False
101020,5,175223,-0.26225892419016583,-0.6895521384345554,False
101020,6,94104,0.7154606862418066,0.17993860447234403,False
101020,7,24827,0.6542074954905439,-0.34099039250548024,False
101020,8,197065,-0.6542074954905439,-0.34099039250548024,False
101020,9,128063,0.41505561790012485,0.6099104270190804,False
101020,10,153625,-0.41505561790012485,0.6099104270190804,False
10156,1,24800,0.0,0.28921149138149804,True
10156,2,354570,-0.6542074954905439,-0.34099039250548024,True
10156,3,3041,0.0,-0.23530635699883368,True
10156,4,38786,-0.26225892419016583,-0.6895521384345554,False
10156,5,33003,0.26225892419016583,-0.6895521384345554,False
10156,6,24070,-0.41505561790012485,0.6099104270190804,False
10156,7,14080,0.41505561790012485,0.6099104270190804,False
10156,8,12140,-0.7154606862418066,0.17993860447234403,False
10156,9,31954,0.6542074954905439,-0.34099039250548024,False
10156,10,294652,0.7154606862418066,0.17993860447234403,False
101682,1,3307,0.0,0.28921149138149804,True
101682,2,18748,0.7154606862418066,0.17993860447234403,True
101682,3,67600,-0.41505561790012485,0.6099104270190804,True
101682,4,2748,0.41505561790012485,0.6099104270190804,False
101682,5,17651,-0.7154606862418066,0.17993860447234403,False
101682,6,214296,-0.26225892419016583,-0.6895521384345554,False
101682,7,27969,0.6542074954905439,-0.34099039250548024,False
101682,8,18746,0.0,-0.23530635699883368,False
101682,9,3408,-0.6542074954905439,-0.34099039250548024,False
101682,10,1506,0.26225892419016583,-0.6895521384345554,False
1017,1,308765,0.0,0.28921149138149804,True
1017,2,555,-0.26225892419016583,-0.6895521384345554,True
1017,3,39938,-0.7154606862418066,0.17993860447234403,True
1017,4,272739,0.41505561790012485,0.6099104270190804,False
1017,5,554,-0.6542074954905439,-0.34099039250548024,False
1017,6,383607,0.0,-0.23530635699883368,False
1017,7,385610,0.6542074954905439,-0.34099039250548024,False
1017,8,62220,0.26225892419016583,-0.6895521384345554,False
1017,9,175878,-0.41505561790012485,0.6099104270190804,False
1017,10,20101,0.7154606862418066,0.17993860447234403,False
101721,1,174430,-0.41505561790012485,0.6099104270190804,True
101721,2,291457,0.7154606862418066,0.17993860447234403,True
101721,3,192135,-0.26225892419016583,-0.6895521384345554,True
101721,4,164153,0.0,-0.23530635699883368,False
101721,5,104162,0.26225892419016583,-0.6895521384345554,False
101721,6,73171,-0.7154606862418066,0.17993860447234403,False
101721,7,318472,-0.6542074954905439,-0.34099039250548024,False
101721,8,129459,0.0,0.28921149138149804,False
101721,9,1044,0.41505561790012485,0.6099104270190804,False
101721,10,322524,0.6542074954905439,-0.34099039250548024,False
10174,1,1608,0.26225892419016583,-0.6895521384345554,True
10174,2,68264,-0.7154606862418066,0.17993860447234403,True
10174,3,61487,-0.41505561790012485,0.6099104270190804,True
10174,4,2639,0.0,0.28921149138149804,False
10174,5,2238,0.6542074954905439,-0.34099039250548024,False
